,SN_pr_R,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_R,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_MDm_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Cerebellum_3_L,OFCant_R,Cerebellum_Crus1_R,Thal_LP_L,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VA_R,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_LP_R,Caudate_L,Parietal_Inf_R,Thal_VPL_R,Vermis_10,Frontal_Sup_Medial_L,SN_pc_L,Frontal_Med_Orb_R
Vermis_8,0.27787344904607414,0.06323947769980512,0.5295331814292502,0.5218517563833492,0.41820911979949454,0.48972233291665745,0.09534259521270425,0.18343100964570933,0.5853385478947944,0.4246751841546603,1.0,0.09942721310266331,0.2627085450649889,-0.0460752934993259,0.5366376587770497,0.0899126084376514,0.504300675279506,0.5351327089636047,0.36260507216041454,0.0919203032612314,0.34384710906501825,0.43112564063742825,0.40701273357620527,0.03943949872516058,0.7455835250510512,0.5658926861609268,0.5407195699269202,-0.03325168029342123,0.19501017755956515,-0.1130788194200769,0.6775523516145802,0.1903434336418746,-0.03985845650330236,0.5337795074156357,0.18400568554849156,0.4270826229949436,0.26551091367706764,0.6624069698700124,0.1536785972928939,0.23527621011447067,0.4034190661865624,0.5231591463224131,0.33316146423555726,0.5044572946885051,0.285453381146731,0.4275018751843219,0.013806327561659226,0.3631541789005457,0.41109709302313113,-0.0818794021438662,0.21902512571575172,0.5163830319739718,0.6311505816262091,0.5425111153911708,0.24262347967197095
Thal_AV_R,-0.21230661222763458,0.60329723829822,0.4236576064397324,0.31514750173814815,0.11659302402774961,0.30833194155835136,0.41303934529436,0.12415543023875177,-0.03932841109317027,0.43693551473004805,0.09942721310266331,1.0,0.35439020129262544,0.43975862501077984,0.13581894604124126,0.09038258630359454,0.3574911662964837,0.1207935091547107,0.3489872230711747,0.6948406843123376,0.13868105251352766,0.02429811882118926,0.4335083869471016,0.7022414417191344,0.06450146971247916,0.13735773329886924,0.04288428968436718,0.24866922936960598,0.47879420687844293,0.6259316409463123,0.1273948392281755,0.4001219673490404,0.27436845386782416,-0.08097419786985546,0.6525578435617805,0.24269237966690343,-0.36788343214141433,-0.002516803090112789,0.16115463849940698,0.34980125223586483,0.5436997926936309,0.4352477444654881,0.6337823886846646,-0.2339797596942912,-0.05174293417236274,0.4076391937722959,0.23432454365519745,-0.2936630091714043,0.31992361357628224,-0.06877565513816106,0.7200829664157721,0.3902590791394183,0.3700495853488086,-0.4717923518087076,-0.3923963077711198
Thal_MGN_L,-0.07198482054363647,0.6634891267743549,0.4531660124894796,0.47892790669785523,0.1741787403457194,0.2144910541307812,0.41756786729919904,0.07948933971029526,0.22318129325765018,0.4808672198194592,0.2627085450649889,0.35439020129262544,1.0,0.5793905105021938,0.13757942353581418,0.0546319431807837,0.47726012257762707,0.3077352360566047,0.559322755710772,0.5209738678767413,0.18014467336946438,0.32393484660094657,0.32921438464567343,0.5581073001580463,0.24044298812809406,0.42907849359223166,0.02890915956096828,0.20912724818791278,0.5793997090553766,0.49204131365794307,0.4874400436858594,0.3945220804628027,0.2545556052445986,0.1339154846680829,0.5063595081466267,0.15507187100200745,0.153591406059557,-0.05674660303117239,0.320162216600034,0.15542702915850842,0.30307729831767605,0.3889034280674001,0.5000992093319305,-0.11759680181589388,-0.19892738370850596,0.605586973132263,0.2650470628967541,-0.04085695417878575,0.45958328920878866,-0.021840144646592136,0.49878840194193075,0.5851761183923228,0.39539765571257734,-0.25122410935551487,0.12254502143888925
Paracentral_Lobule_R,-0.26147759749155175,0.6534693588765227,0.29847822130915697,0.23313643167575634,0.03855308650920193,-0.02943932478268813,0.3565043477246983,-0.04269207399434509,-0.17935129706799077,0.35970156829085537,-0.0460752934993259,0.43975862501077984,0.5793905105021938,1.0,0.016196703835308926,0.03629235574642667,0.19460669370327116,-0.02295597194395449,0.2966271787271631,0.6192882634796798,0.10625109625056522,0.1123141061200348,0.10545960166400382,0.5250031932019305,0.004733431744124439,0.08634982686346318,-0.14841296183025016,0.18365184492420863,0.5209717563911861,0.6922658658246443,0.25109128343783893,0.18349580312586447,0.17049561715873707,-0.13873562496843972,0.7092745930903547,-0.05487418320612536,-0.13730950822327911,-0.22698816148451312,0.12753258727431172,0.08632958204509796,0.4267092440540271,0.3294762971395061,0.27378663222515964,-0.37173731259045695,-0.21825750209602227,0.39408920495087696,0.1980195760294216,-0.20083861678116144,0.1496892976812059,-0.09438550344778496,0.4222667189849313,0.24911722710029846,0.13732243501202407,-0.3819652892753251,-0.15028671935039245
Vermis_9,0.6554033111651038,-0.15078701672999112,0.6011386781023594,0.720606361998514,0.6868620764786241,0.67573783226974,0.18798335731054946,0.09137722203800706,0.5412345017871887,0.03612689517123357,0.5366376587770497,0.13581894604124126,0.13757942353581418,0.016196703835308926,1.0,0.5692367361955708,0.653807157526445,0.7302464291826501,0.506699973090602,0.08028477896744964,0.22450332665798012,0.650505667739293,0.6147854779928474,0.11359313686446451,0.2960319021093025,0.7329583635630077,0.5377309888762666,0.07909902200590715,0.5448744956414856,-0.10426154556335525,0.5934558767543795,0.33619752584712576,0.07247293055645714,0.6562305509271253,0.2271410810074158,0.6331018950862104,0.47388509870602785,0.07968674543528134,0.21166731597530658,0.5159259715649906,0.1373605251210026,0.1761567895449711,0.4580442655947672,0.5026494156567262,0.7206146450585906,0.615528061904258,0.06459717234032775,0.5170689498099519,0.552949646321334,0.13031998714313595,0.15191788171287074,0.4248513341373706,0.5493760726676412,0.39911367073106385,0.4606401299048186
Amygdala_R,0.5654912632564466,-0.2296419926674887,0.48870188194945496,0.5084836864001372,0.5989912925276875,0.4549266615958099,0.09764206885824528,-0.15727806655899262,0.15530542438356476,-0.14532277712509428,0.0899126084376514,0.09038258630359454,0.0546319431807837,0.03629235574642667,0.5692367361955708,1.0,0.3975961881492013,0.5645335192939942,0.38392423954894195,0.016441495592025672,-0.10493241568921828,0.47632296303064187,0.3099738652759627,-0.030051926540188307,-0.06980545404609056,0.5277341476902032,0.18773881371100393,0.028154799061604504,0.4142282922333351,-0.13465924527265263,0.13216213652689496,0.0819963645784178,0.04622732311756811,0.5515555990019103,0.09686804902571702,0.3764150403180175,0.48138778429335216,-0.3787923296963591,0.26013975600187467,0.47450178458198805,0.03891680861332764,-0.07200158608196826,0.4687215423413556,0.34552523689358217,0.4556474240113961,0.5608713962137761,0.022302216387151227,0.33505557726631335,0.558988287602598,-0.036385436354770546,0.09705286171904275,0.23925576630849962,0.3099118654078341,0.03675020282936512,0.46697758615257073
Temporal_Sup_L,0.33065831650863486,0.21256600957723454,0.7663595389123009,0.7485846365121742,0.6450346826407588,0.6300398139654453,0.18046707535340267,-0.1051482718057827,0.4231491284564929,0.3713406640013089,0.504300675279506,0.3574911662964837,0.47726012257762707,0.19460669370327116,0.653807157526445,0.3975961881492013,1.0,0.7415198630338122,0.7137790872464588,0.3937367539117408,0.33286330363368055,0.5691267838845736,0.7770605105732882,0.5163689847650428,0.39863630388991333,0.70026531593501,0.501868713422605,0.01653146709241744,0.6910880429982131,0.18847771516449613,0.5338625770553109,0.5628208376560307,-0.07004736331582483,0.6196538761435282,0.379543770819868,0.5700896608041167,0.36818666907096476,0.03792146287205308,0.417529628018644,0.595517865401307,0.2424020184983467,0.3890738618857287,0.7214979528019,0.5168555388326713,0.41897948943222524,0.6624230307885159,-0.0731854880488882,0.23108632472045212,0.6975681912638986,0.08989987267430996,0.5366212587722637,0.6250370588472612,0.6347802104826109,0.13643209994503228,0.35760120829580083
ACC_sup_L,0.5897530495207889,-0.021119034791185015,0.7229429941311034,0.7062370135093496,0.776507202898916,0.7652356469244903,0.08344052836682188,-0.03940459072549498,0.4833314329680669,0.15314555072195243,0.5351327089636047,0.1207935091547107,0.3077352360566047,-0.02295597194395449,0.7302464291826501,0.5645335192939942,0.7415198630338122,1.0,0.6641224410148402,0.07455100000156405,0.17965621354834674,0.6615951959092548,0.6011464970186045,0.1384570562166865,0.2909799031699981,0.8114185268474374,0.47947811202174384,0.07236967779724783,0.45283742029605145,-0.05959789768444753,0.47222206690593466,0.3237397985313266,0.020037002723237926,0.6982653025797666,0.10543853982657127,0.6034921056649777,0.6297702638458292,-0.012876996900486956,0.4769534064449706,0.5264708290817152,0.17358457162664315,0.3223791584089913,0.6982059406886008,0.57119945575173,0.45615611968126235,0.7206869511984315,0.04903642152961681,0.4149133562546946,0.8601636613456831,0.1087057746568859,0.29182761437309895,0.5809097909471795,0.7462141628412482,0.29929606166285555,0.59436001094448
Thal_MDm_L,0.3526213203730334,0.33380004905603583,0.7382919239236307,0.618084757090068,0.566033884714852,0.5475614608501116,0.24680748445996603,-0.055268169881958325,0.3085786112024507,0.3518640207284234,0.36260507216041454,0.3489872230711747,0.559322755710772,0.2966271787271631,0.506699973090602,0.38392423954894195,0.7137790872464588,0.6641224410148402,1.0,0.295963849045571,0.12260521463476733,0.4877590137698009,0.5882176096712944,0.3973544377410141,0.29516797497238234,0.6400007983519896,0.42609119197825,0.10283512747624526,0.6294887057468138,0.28886850281068166,0.4561705053115753,0.4389568628479052,0.07713765040316772,0.5106816635734285,0.40672812819516696,0.5010826950368666,0.3134846930641422,-0.08739599500370132,0.49093216317740274,0.5885478315196846,0.2899734330734836,0.3081168548709242,0.6631003214695621,0.4230886134468803,0.29703689514410103,0.6365592359995114,0.07486269243875932,0.12629328343253962,0.6944598591831782,0.02215795941181734,0.5019934573790722,0.5836747733729837,0.587343779708089,0.04544220104644132,0.27041908145821353
Precentral_L,-0.38060340075324933,0.7108393162479022,0.3495497010912816,0.16833130824511605,0.0028117076742380045,0.06567919286826618,0.2947072268183552,0.0550667373418977,-0.08761787254776356,0.41024812159332935,0.0919203032612314,0.6948406843123376,0.5209738678767413,0.6192882634796798,0.08028477896744964,0.016441495592025672,0.3937367539117408,0.07455100000156405,0.295963849045571,1.0,0.07888778841269775,-0.08411731185353628,0.3854245239482379,0.8801727847251617,0.09085154661031017,0.004672905809712503,-0.1551463448980091,0.1134020506372216,0.4403423058939703,0.5427533368428409,0.17417247934371435,0.33853727868963357,0.12317621711487986,-0.12431163263477388,0.7840012521565566,0.003887822470013396,-0.3526253288814017,0.024927304985068347,0.17346373249673874,0.24151233642499348,0.6486632397854386,0.7073268227009963,0.5103626702874745,-0.32368567364441697,-0.19763702820814535,0.40020283253998734,0.08747320021965582,-0.23699027409722423,0.2620147179833741,-0.16899831976526178,0.5739867033423466,0.3353811290922857,0.48037150343009977,-0.5731743875058107,-0.3610775490774122
LC_R,-0.04445451998550368,0.12244151433202105,0.1259164937754685,0.3431856319543051,0.10345365973468569,0.3063296116768147,0.07831082574705499,-0.035050335984202576,0.2161937058409075,0.4287460824621163,0.34384710906501825,0.13868105251352766,0.18014467336946438,0.10625109625056522,0.22450332665798012,-0.10493241568921828,0.33286330363368055,0.17965621354834674,0.12260521463476733,0.07888778841269775,1.0,0.25609805180251927,0.21952460228537565,0.18714413102052638,0.4843800370179478,0.2294962869409511,0.3650881979339705,0.04805500985822268,0.30751242733149237,0.23839429234263007,0.2906570101803037,0.1850841734375782,-0.029611257546293113,0.013788724691396474,0.12718998835234296,0.30999694303550995,0.11972362299342157,0.19871701866416033,0.1855636507099463,0.19223313810046722,0.11000620100798966,0.1370395899423501,0.21350910115968363,0.12673920511612163,0.2114748552175655,0.2557008222642675,0.013932545594236364,0.04011823314768017,0.18215371154543464,0.05710117619591819,0.3936625419221493,0.5602842968118701,0.1404071576729528,0.3090818418816813,0.1313002633631075
Frontal_Inf_Orb_2_R,0.6596633799437662,-0.06782473206839316,0.6229138847221595,0.7934183719096293,0.7031728165945881,0.5669018669459492,0.4455891364689176,0.2545045125527205,0.7022892749762425,0.09261763982010442,0.43112564063742825,0.02429811882118926,0.32393484660094657,0.1123141061200348,0.650505667739293,0.47632296303064187,0.5691267838845736,0.6615951959092548,0.4877590137698009,-0.08411731185353628,0.25609805180251927,1.0,0.5815462058559374,0.053582932291786636,0.20181737040191478,0.8227443504897002,0.6553482288044373,0.2756718159927849,0.5864900551852653,0.030167264335368055,0.460883961698308,0.335494157149786,0.3252272457466387,0.5014058686925492,0.09708010155454955,0.6028166792605709,0.737376589368589,0.07472082371687988,0.233152921990441,0.42250697076498817,0.031106955742132313,0.08688101295356167,0.4091160914814195,0.3212397443909894,0.5228278336550585,0.6147713496565022,0.3525882275093881,0.55272680525694,0.5169060091550634,0.22611204108720265,0.1296496370835749,0.4791728372389735,0.45120033426247613,0.40359536325488254,0.6904930993485845
Insula_L,0.36111983428780814,0.14654218963710955,0.6680111633538276,0.6405922015684964,0.5755528369938728,0.4529314598483462,0.2793490480437416,0.11777715313299057,0.5116727742983623,0.26090651689567645,0.40701273357620527,0.4335083869471016,0.32921438464567343,0.10545960166400382,0.6147854779928474,0.3099738652759627,0.7770605105732882,0.6011464970186045,0.5882176096712944,0.3854245239482379,0.21952460228537565,0.5815462058559374,1.0,0.5234789252623453,0.1896235144477861,0.5439859498026801,0.5127329414216124,0.07680263159805685,0.5782616449036126,0.17381903233304577,0.3178646081412245,0.5071942419449624,0.06097884025996548,0.46569413039000285,0.4097776901433513,0.5419374118844266,0.24737796427220451,0.17401492127140147,0.16644911010322666,0.6443596101478108,0.27959500672996124,0.37154091113346743,0.6284816778840695,0.29651695917740345,0.43546642420631176,0.5400915510726603,0.023299378166511977,0.35221321464052274,0.5426048061820734,0.11705392160262862,0.4046998631990841,0.4632272836675007,0.6016693027775402,0.08132633207715857,0.2127599930903145
Postcentral_L,-0.3046699737856868,0.7122146414187942,0.37896360836925247,0.27053959109328574,0.04953634949205206,0.17819133829113865,0.4813132207744035,0.18618867799194488,0.06569394160801516,0.47607399732750366,0.03943949872516058,0.7022414417191344,0.5581073001580463,0.5250031932019305,0.11359313686446451,-0.030051926540188307,0.5163689847650428,0.1384570562166865,0.3973544377410141,0.8801727847251617,0.18714413102052638,0.053582932291786636,0.5234789252623453,1.0,0.09947117248750614,0.12124028373744597,0.03904028097475935,0.25315522528701384,0.5986376497103938,0.6460455922289763,0.19769296594658697,0.4694511287196849,0.300363133437686,-0.1609986218700223,0.656276845093386,0.14824178573105398,-0.22126044241616016,0.010286559762689029,0.23819186770957712,0.2947796684868474,0.4140291093663455,0.5340589396173204,0.5354918958635811,-0.2633273609422222,-0.07535130218376755,0.38982396380270795,0.26251681007951194,-0.2132957550965725,0.2716829304311161,0.0055222089345514985,0.6434122955539778,0.43398041024701184,0.41746259519155665,-0.520496243783596,-0.2573862010065587
Vermis_7,0.03142194978483447,0.15226051044843206,0.31173270122413455,0.39180931537440394,0.10160153728672582,0.38478661745199855,0.08217978135755769,0.10968199188882755,0.40725032531264266,0.5606796058477357,0.7455835250510512,0.06450146971247916,0.24044298812809406,0.004733431744124439,0.2960319021093025,-0.06980545404609056,0.39863630388991333,0.2909799031699981,0.29516797497238234,0.09085154661031017,0.4843800370179478,0.20181737040191478,0.1896235144477861,0.09947117248750614,1.0,0.3155232667039988,0.48415024065122764,-0.09721555704034546,0.25207455104972815,0.07265722699276683,0.6489130719406522,0.14901597167438652,-0.0650675267635929,0.32329992684410824,0.20005344014225968,0.24225555358028586,0.08732813087441478,0.5668824981697521,0.20967282702024106,0.17479868391317605,0.33155913969692924,0.35890889536142034,0.2356300649551578,0.4879325517003163,0.1056832138810887,0.3112980122817077,-0.0404894583231898,0.18151118613436068,0.21118604185638137,-0.1596372598189053,0.3838815462916597,0.5117608276335226,0.3639829769162865,0.4521042644808,0.07496665964691068
