,LC_L,Thal_MGN_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Thal_AV_R,Thal_VA_L,Thal_PuM_L,Paracentral_Lobule_R,Thal_LP_L,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_LGN_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Thal_AV_L,Hippocampus_R,Vermis_6,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_10,ACC_sub_L,Occipital_Sup_R,Vermis_9,Temporal_Mid_L,Thal_VL_L,Frontal_Med_Orb_L,Caudate_L,Frontal_Inf_Oper_R,Cerebellum_3_L,OFCant_R,Cerebellum_Crus1_R,Thal_VA_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,ACC_sup_R,Temporal_Inf_L,Vermis_7,Rolandic_Oper_R,Occipital_Sup_L,Thal_PuM_R,Thal_IL_L,Parietal_Inf_R,Thal_MDm_L
Thal_AV_R,-0.23881643523251117,0.4725023311502321,-0.2605331203715495,0.6289884268510407,0.2943477082778576,0.5569749833840464,0.013430605893377395,0.019490965382223044,0.05097346917361686,0.7664820071441503,1.0,0.5440330975624916,0.40404588679726866,0.593280690898123,0.6719800458439985,0.02434154392624549,0.3557560984691871,-0.24095174619733015,-0.1055281948672438,0.40784733899947606,0.38908959604351334,0.6049391621242607,0.6930240055646716,0.6073823925756937,0.19242206676443557,0.6255501155496888,-0.34235370843391827,-0.0669984535907586,-0.0076907862299128195,0.6671275727135924,0.3677253904306635,-0.00425115580735867,-0.5840983149936909,0.40939669155799757,0.2592330421910496,0.6415484800172019,-0.03484732781141166,0.6967742720153978,0.613124623883892,0.6909250673114758,0.007854584808517428,-0.0666037515400142,0.70056676509308,0.12377886862528707,0.6041076027107214,0.617714586565418,0.28601108548609305,0.34119867263155895,-0.16314487086979476,0.7095480556835139,-0.32396582413076314,0.7462337578755851,0.13345474803947902,-0.0303357083956023,0.39537293061285567
Thal_VA_L,0.10905471569342993,0.5271290182430098,0.16108854953253265,0.4463601395963937,0.20795497340254634,0.5785151874128371,-0.13217881759727168,-0.024369155368843164,0.01605696162145203,0.5273932045949423,0.5440330975624916,1.0,0.505064877852414,0.5172556628583922,0.30560116054249603,-0.09408740571022405,0.3154993701466638,0.38142258674382307,-0.040879976293006444,0.5209447004126861,0.27813864566112295,0.3834392816462127,0.6106773797405257,0.6017039572247002,0.7331610909206742,0.656710429457035,-0.2849654957832684,-0.13094309611591887,-0.05264198194085865,0.40120008754375114,0.0804938557633901,-0.22122876001316774,-0.35916152753478764,0.23594360070427564,0.14781485678164757,0.5662994965239061,-0.13236234637781588,0.7704318183945861,0.5355577489342132,0.49324510846712877,0.21826238363026385,-0.11809908188551016,0.7109715149204188,-0.11669738380858938,0.6884398473251203,0.5945281769646694,0.4182453296272254,0.13123380730736459,-0.041856795227563234,0.5289696616134509,-0.480308951822956,0.6726874628468104,0.2031981163916377,-0.051515541772181775,0.38022021703475606
Thal_PuM_L,-0.12219637031621622,0.4964271311779205,0.0937461602624794,0.14098780988703655,0.24401562273598718,0.31548926261827337,-0.016695429233786713,-0.14778885298738925,0.22124341758471192,0.4358197109996751,0.40404588679726866,0.505064877852414,1.0,0.6220717981719591,0.5632412648676574,0.15887662507617228,0.5400122064227116,0.014633202181796432,0.4292967232485794,0.7013565026124645,0.45099437698558237,0.14451723031114902,0.6282115205097343,0.7210619293848725,0.3545879022253114,0.40133879384458915,-0.22865523556056858,0.18613835751577626,0.2428195296713021,0.25065885147184375,-0.03481997904904301,-0.11259867282089414,-0.19128509157148713,0.08077332958175301,0.43029507962049923,0.7887738954649294,-0.008818653592241798,0.4921267017370014,0.37541011700475896,0.4523029047290235,0.2826790797264417,-0.01508097695219339,0.3084043690249934,0.17394973404502684,0.6323443581697112,0.6780426558252093,0.23097535763494872,0.42308043745349705,-0.02640760880347761,0.30099472466282384,-0.07091276951797683,0.607234966684803,0.5484909920632496,0.1492320922134947,0.6123733333975611
Paracentral_Lobule_R,-0.22165375674326437,0.4741056298075315,-0.011009235513112543,0.3777159147686065,0.2803311429651506,0.3885295442304122,0.23802684329254278,0.049017522024006194,0.09783631608133112,0.5053231889313778,0.593280690898123,0.5172556628583922,0.6220717981719591,1.0,0.562942008499755,0.1908145784036554,0.47593097492336595,-0.0764094280393171,0.16114208188762474,0.6744547191476259,0.47882168077771337,0.3740803404576426,0.5508183557374196,0.8536411960491348,0.3376216759810478,0.44371095817048345,-0.2638404875428172,0.12425567331854893,0.24945257463357814,0.5724890023179361,0.2129525364607848,-0.031225476568623955,-0.38599725058790035,0.22390799610676915,0.3856757399318968,0.7184740539024811,-0.014547445784569124,0.5183945584085917,0.5021663446977425,0.6142814893877465,0.15099947719689694,0.05236989420866815,0.42341144052345436,0.0864622455360334,0.6073293899527284,0.6783016767986201,0.16695136538777938,0.4209707339081129,0.012279886719192324,0.518343457760573,-0.13446156927632957,0.6573319270901465,0.3142883020766692,0.26683886477358076,0.5419689484225245
Thal_LP_L,-0.2672901073323139,0.4022163727757346,-0.16594940088119603,0.4311173810546797,0.14059350989529085,0.4138344149410451,0.1509270380162211,-0.005773501793493946,0.008676210838046481,0.6215776284373392,0.6719800458439985,0.30560116054249603,0.5632412648676574,0.562942008499755,1.0,0.007303892859320048,0.44135899715059906,-0.2637881304582151,0.05351604539500847,0.4125397835788475,0.3763768782721128,0.4101842685642449,0.5635195464802768,0.5874037945894683,0.11990286417573238,0.4142713555532887,-0.26881884444833376,0.08081511914905926,0.12398837480369464,0.542451826285919,0.34511376885600903,-0.0707219931228698,-0.4324783034019062,0.27488894507717476,0.36758911886097145,0.7326999434097269,-0.012437733040465235,0.453695458943556,0.4644952253391998,0.6183326320664622,0.027480018947006364,0.01616494205546233,0.45691061094152263,0.0887466171075791,0.4826864633922461,0.5549513591259053,0.11325190312000423,0.44136407669308203,-0.1644860759119399,0.5536706662929876,-0.07517189909888958,0.6429555564473592,0.20759198467308196,0.07849838547416031,0.4701738916780596
Amygdala_R,-0.13923163469280378,-0.00569389180382919,-0.05164185771822682,-0.07766583957534977,0.18213921221240525,-0.18253828117177737,0.293568367840641,-0.1515862677827434,-0.0348972311392046,-0.07752458165723257,0.02434154392624549,-0.09408740571022405,0.15887662507617228,0.1908145784036554,0.007303892859320048,1.0,0.14370469643149106,-0.05277192993254857,0.1547209193622055,0.20400290708477878,-0.04345234163930115,-0.03658206489968313,-0.06605062218089663,0.17676519934167773,-0.10557042036361305,-0.2039328223397439,0.11248107767489013,0.16500350308514794,0.2966290335227393,0.03880780520831993,-0.03999340892146421,0.038374559209286424,0.03277597006124417,-0.014867640595473634,0.2505863429578687,0.16894287935963925,0.03571025625344618,-0.1868980141166812,-0.03291154048152656,0.047630846367140094,0.14246179041109175,0.12522369306541842,-0.1572739832784214,0.2759363746623847,-0.1136021730794889,0.08096771425901449,-0.2353411923246462,0.1447019831028905,0.12606036665848647,-0.11397209938592463,0.19116704746912644,-0.0723418436871386,0.0904728379704027,0.1802781887395942,0.1539242199509198
Temporal_Sup_L,-0.402910062739531,0.2215324804201239,0.021191407064334197,0.16343821625547175,-0.020664291411300877,0.24878612556332266,0.029976732129409583,-0.036227305991587355,-0.1338795155860253,0.16423775298856308,0.3557560984691871,0.3154993701466638,0.5400122064227116,0.47593097492336595,0.44135899715059906,0.14370469643149106,1.0,-0.07860094350533567,0.10001684366277085,0.4207241678688605,0.39605873516765777,0.21065590753704408,0.5412577190983723,0.6031796494843448,0.16488033052006562,0.25924379316262525,-0.2833628908583095,0.23407114461929385,0.26195213993140004,0.16319405126938305,0.2703309218724679,-0.07335667610753338,-0.21887277282869222,0.2268003596721226,0.8102244334108125,0.6014022386896195,-0.0034181685020430934,0.43621386561751435,0.2724198028742255,0.4254100118783127,0.06767583770986223,-0.1545391482373908,0.3457303766262852,0.05980057191186429,0.36398235402655793,0.4344234945838372,0.25414426840542415,0.6548724737109541,0.03839368812524845,0.2691994980314246,-0.06585388625909452,0.49722664276323497,0.3479759583749364,0.09419446976570933,0.26864342649155704
N_Acc_L,0.3167565286368783,0.14098683958236144,0.34089175299546265,-0.04584592967978738,-0.06683734191304286,0.10801642410937883,-0.11777432666497238,-0.03488767938116531,0.037165358351812346,-0.09842857221453155,-0.24095174619733015,0.38142258674382307,0.014633202181796432,-0.0764094280393171,-0.2637881304582151,-0.05277192993254857,-0.07860094350533567,1.0,0.017988206244113097,0.06793912157139577,-0.1971855511261946,-0.1219370106435115,-0.07215327322698521,-0.036512867277393724,0.5138845382064631,0.16761665629472608,0.021352260754692796,-0.09441444891546127,-0.08548844379302656,-0.1735071148222121,-0.2021348671375966,-0.14337975543908427,0.07543706506065118,-0.10865815070563699,-0.120045503092975,-0.09254414399542542,-0.1345929395441787,0.13184027150590705,-0.07138031116127413,-0.09875544862302794,0.2419491197598596,-0.1365773191238674,0.13365907531587715,-0.19370375213931382,0.0787983367131921,-0.04114259076473404,0.163525342503627,-0.18734710415378722,0.08824385262551154,-0.06126455350282512,-0.2515281407582048,-0.020062745008304246,-0.14130315539091254,-0.10431717148636803,-0.059153257349819605
Thal_LGN_L,-0.051941211236040744,0.10597412979310034,0.13006889248978293,-0.3665113423626066,-0.004115049835248621,-0.25425606237230275,0.1316579422680748,-0.05964085705624712,0.2972912961350381,0.05294352995401297,-0.1055281948672438,-0.040879976293006444,0.4292967232485794,0.16114208188762474,0.05351604539500847,0.1547209193622055,0.10001684366277085,0.017988206244113097,1.0,0.4684524371268665,0.2596678090863557,-0.329542242531744,0.1843730593685725,0.28524406803322444,-0.040493396992466735,-0.041468835893134944,0.19193794599345507,0.3647638232551969,0.3685291915798415,-0.20792236132601655,-0.32262570086038095,-0.07938774100600456,0.2851080280279933,-0.2979599167227383,0.03364620008263082,0.27243694478648617,0.1583900759742287,-0.03339989926521717,-0.15339784759468497,-0.04919925265781188,0.13968803167349642,0.1848084149408112,-0.30098406452719834,0.20764076268431764,0.18072931230234562,0.3416436146070535,-0.1277353479799485,0.1336667018219106,0.13689539854852503,-0.32396376814738104,0.21808699792399042,-0.0572141234097234,0.48422702248590493,0.2410020196626777,0.47221108642615045
Precentral_L,0.05315278669601297,0.3557636811663655,0.233818038934042,0.10283899479412273,0.2057061113729388,0.08792356104866543,0.20853758748291643,-0.041793281702630976,0.20266721368119528,0.4582057357759932,0.40784733899947606,0.5209447004126861,0.7013565026124645,0.6744547191476259,0.4125397835788475,0.20400290708477878,0.4207241678688605,0.06793912157139577,0.4684524371268665,1.0,0.403214661318444,0.08929825295845609,0.628009758999877,0.8632988223857094,0.3137920681512461,0.30466651295963576,0.13397617342003082,0.43832375168738613,0.5451584202805151,0.34012091970721287,-0.1602691485103685,-0.16046731177510057,0.04437131222382222,-0.13574301767124888,0.16972680376950136,0.6806796037165037,0.14788435068519382,0.5598815415240246,0.3932677572998304,0.3738310879491053,0.02540960084272081,0.20167256889565624,0.14441785715000838,0.09426645476365852,0.6773524422176972,0.8568360148704256,0.18928968234565333,0.19109989180185144,0.04895371628847636,0.09006899531020479,-0.08234959082906688,0.39024307160781185,0.5232445376771068,0.45438307186780913,0.7424917037335609
Raphe_D,-0.2547357010237146,0.35470048196974996,-0.10758295394722629,0.26907514358999957,0.10944373278824417,0.3098784935306921,0.007861186143779795,0.05777356808599058,0.09226480893072073,0.36984910664279014,0.38908959604351334,0.27813864566112295,0.45099437698558237,0.47882168077771337,0.3763768782721128,-0.04345234163930115,0.39605873516765777,-0.1971855511261946,0.2596678090863557,0.403214661318444,1.0,0.21402917427660986,0.547655936229377,0.5595144217763376,0.11310713423088231,0.4679257279646872,-0.14298281092666107,0.15156208227120718,0.17998488994163545,0.3544830558027195,0.1646372400837801,0.02150719782200064,-0.04912877678688508,0.10836158861398335,0.28661207812679385,0.44413539680907416,-0.09502338552903374,0.48909368326862374,0.45678722295152413,0.48396342792206964,0.0851063764945628,0.015167367654477393,0.28405016204532557,0.03642790173211257,0.4832712201727587,0.5095750241968281,0.26461096195575645,0.35117468833937443,0.09268597421389801,0.30327879835123095,0.04682856202425927,0.45217694111795065,0.4165518336425856,0.20408737441700642,0.4096342831828074
Frontal_Inf_Orb_2_R,-0.12839390557868874,0.17713361737165542,-0.18939359089918645,0.5281714259054897,0.1160398043712388,0.5561892933842917,-0.12351524179922677,-0.12373107988318796,-0.31235575559932954,0.39838616187196296,0.6049391621242607,0.3834392816462127,0.14451723031114902,0.3740803404576426,0.4101842685642449,-0.03658206489968313,0.21065590753704408,-0.1219370106435115,-0.329542242531744,0.08929825295845609,0.21402917427660986,1.0,0.38760974732081954,0.2798127314382584,0.12411878081335703,0.3813322995259743,-0.34090028991996035,-0.32996123570026475,-0.2884751579008055,0.4386729659856527,0.41018394405108144,0.061644031772269285,-0.563756969966931,0.37399244161181816,0.1408639858299089,0.37138980209640465,-0.09938794646944343,0.44457112888699035,0.47786080414433757,0.4283521502672401,-0.0007829094455609401,-0.013712129524489415,0.657361745119801,0.01483416620262423,0.38449685719953347,0.2630301286045423,0.33235763188981426,0.274580833705408,-0.2006298591898135,0.6729945352524436,-0.41342801298843224,0.5842734584562823,-0.0780635065781307,-0.20431004677014203,-0.038736934430317074
Insula_L,-0.18023289540434287,0.42749434854962776,-0.042663141538544426,0.26836523329106193,0.2019535780486626,0.3749221028657418,-0.09467093035784124,-0.007653641734056278,0.13192692568769415,0.5975047032911214,0.6930240055646716,0.6106773797405257,0.6282115205097343,0.5508183557374196,0.5635195464802768,-0.06605062218089663,0.5412577190983723,-0.07215327322698521,0.1843730593685725,0.628009758999877,0.547655936229377,0.38760974732081954,1.0,0.7182617981995583,0.2719924380276514,0.5963522267261807,-0.21087201686924362,0.15290239346470244,0.18459389934777215,0.37983982359540597,0.1231298249123803,-0.08672354639697631,-0.22013051873466366,0.1875226664376046,0.35737509432672326,0.6908788497551095,-0.09158625046897068,0.8023727146568985,0.5186439298120192,0.5542711736393953,0.07536956743226442,-0.15952746868097678,0.5662127309974062,0.061707611162491356,0.7183742073198729,0.7385966382514569,0.3534381379065992,0.4667229645325771,0.06075219649603851,0.42746215819619243,-0.23136824958777436,0.6419815598206118,0.41853233411044194,0.14143865973972988,0.547234829060961
Postcentral_L,-0.21376826246431835,0.4850213886204495,0.07126775771862752,0.35887350427803705,0.25811428047404916,0.3426500511520673,0.25967203804974365,0.038262385451841595,0.09493070506478259,0.569651563162422,0.6073823925756937,0.6017039572247002,0.7210619293848725,0.8536411960491348,0.5874037945894683,0.17676519934167773,0.6031796494843448,-0.036512867277393724,0.28524406803322444,0.8632988223857094,0.5595144217763376,0.2798127314382584,0.7182617981995583,1.0,0.3670348400911736,0.4798026276356026,-0.12275298972003476,0.3059209915138793,0.4219232089723241,0.5513011216705159,0.16432814172252008,-0.15213179089170706,-0.19342168459535652,0.11626061386277904,0.4138066535018386,0.7970295583720564,0.04107328552668922,0.6704694277278751,0.5713351635715642,0.6405754550284148,0.08271388614686101,0.10499887124487188,0.3956235600983459,0.028114870062692737,0.7115398809118847,0.8356931376391226,0.22314923458568586,0.3714996486318377,0.019418729385143947,0.3877682542203879,-0.1327819924621731,0.6559832813211667,0.4728586739479893,0.3799254638429728,0.700754397244443
Thal_AV_L,0.05415379696908114,0.43491969239467015,0.21154611927402694,0.3836835207189918,0.04033965986432995,0.543109371543357,-0.03357484557512482,0.038544198202790585,8.70206218059923e-05,0.21575975112961474,0.19242206676443557,0.7331610909206742,0.3545879022253114,0.3376216759810478,0.11990286417573238,-0.10557042036361305,0.16488033052006562,0.5138845382064631,-0.040493396992466735,0.3137920681512461,0.11310713423088231,0.12411878081335703,0.2719924380276514,0.3670348400911736,1.0,0.5261926988993191,-0.21788206528788082,-0.19438942419878755,-0.09829048268849086,0.22761400998877995,0.09482730199972363,-0.18069671092650544,-0.2240480811730536,0.11267282112723602,0.10096864251509954,0.3388967651548165,-0.19677889255562575,0.5317978227467559,0.4051464315318255,0.36471817661188505,0.2500722373425556,-0.06912810911678026,0.5434876222030746,-0.26490513216481,0.48983622341118127,0.39019165738944184,0.3131672642085394,-0.03389533816279461,0.052951971505641654,0.38705085341777634,-0.3467360791806708,0.500281732185107,0.034581344274102664,-0.11811605326216305,0.1712607490193323
