,SN_pc_L,Thal_MDm_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_LGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_Re_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R
Vermis_8,-0.5070846835732049,0.1749635860886123,0.1038939081070437,0.04768962783238918,0.2508665366037401,0.14736137747132708,-0.5009474793945374,-0.10582928396185197,-0.0036964072717858287,0.09848362071863964,1.0,-0.01028670500690215,-0.05979569038162176,-0.2859402423376779,-0.15804435925070764,0.511593433060066,0.07446072202052939,0.2925185628388306,0.4037048284418332,0.06862171467182589,0.541980408853061,0.2805572736875327,-0.020164864324871915,-0.1878269846416901,0.20312097110290459,0.4675187730531245,0.17302288024713286,-0.4489475018794133,-0.33471618942126263,-0.3294301882581817
Thal_AV_L,0.35836534496332173,-0.23185784290982975,-0.378970640737616,0.33306648922265114,-0.5271463773875782,0.03108154910697305,0.4075977862328321,0.5645401797592822,0.49885496841626337,0.4799691661944494,-0.01028670500690215,1.0,0.26387840442318006,0.30877631719212206,0.5340133758343851,-0.3304183991414077,-0.3666029977499273,0.4073430177119239,-0.5486305718559926,0.04854072298010773,-0.38902215285942726,0.09879737226166585,-0.15924329663975248,0.22037038885226484,-0.21427953858253232,-0.2664314067073079,-0.21990505869117385,0.3316945766060511,0.3473037512512311,0.5543600080003908
Thal_LGN_L,0.16278675360383726,0.4312909814345815,0.17759212969196284,0.13185310498813196,0.19960415574520549,0.11341126494521112,0.11936103007996872,-0.018248826912841395,0.0831955087574721,0.31426351470337444,-0.05979569038162176,0.26387840442318006,1.0,0.27759662102481136,0.10441861461842257,0.07301839734334307,0.4140971706950364,0.2996620991772483,0.036515233322540516,0.4210143354665765,0.0722763266441669,0.05737855551903374,0.5148208603332486,0.2987674259439031,0.33314494872692463,0.17482332723586433,0.13129531485754403,0.09368406586052003,0.34911683937992694,0.13935369802173192
Paracentral_Lobule_R,0.4961777126154916,-0.017027233823567495,-0.3597661784796263,-0.3557031743648096,-0.10747638592969262,-0.5202644331181986,0.6944976675168133,0.08583467822706818,-0.10877378930198954,-0.1421371002548941,-0.2859402423376779,0.30877631719212206,0.27759662102481136,1.0,0.6048422518621223,-0.19517323473691806,0.001174896221260429,-0.17215794177054006,-0.3053836133163738,0.4970367038340026,-0.42119390670644724,-0.47981797274967125,0.036455436070728396,0.7086251932869718,0.12856293095920185,-0.5566169403874094,-0.41491961657884946,0.8206879363990626,0.8965365501090043,0.18576927286299427
Vermis_9,0.6702494799254232,-0.36182790773570295,-0.667549284591861,0.06639853914089054,-0.6628250972641103,-0.24843345302908199,0.6832751066458628,0.637874930463255,0.32739190961266024,0.08061292380590308,-0.15804435925070764,0.5340133758343851,0.10441861461842257,0.6048422518621223,1.0,-0.5417677361379252,-0.5305543659282516,-0.19626309684518795,-0.5670956587085924,-0.13783369273022603,-0.657163234321638,-0.1285333254924402,-0.4011617881222222,0.27230553630790394,-0.2535996568723332,-0.644822182968454,-0.70964395718712,0.7162117630386732,0.6019421508050363,0.5603510163680385
Amygdala_R,-0.4034884587518066,0.3261802409546287,0.4388665365532239,-0.21723304701803353,0.6056780806000445,-0.0645734782818473,-0.49692303403895915,-0.5440731585219489,-0.2502158962317298,0.020947909633170888,0.511593433060066,-0.3304183991414077,0.07301839734334307,-0.19517323473691806,-0.5417677361379252,1.0,0.3715322138214708,0.049433578203153056,0.5118155806283585,0.3980735410060512,0.5550479809429969,0.026405364393746595,0.26791691824480013,0.042470235468890956,0.3412012062692087,0.5203939909534419,0.5651282895880186,-0.4374428718368783,-0.27469875061156107,-0.590876760190046
Temporal_Sup_L,-0.4088810956229462,0.679542793289236,0.6580921195504953,-0.23423768209087997,0.8093653592794531,0.0949263382554545,-0.28057765276504704,-0.6365090618870509,-0.3923759045674708,0.0418662361982223,0.07446072202052939,-0.3666029977499273,0.4140971706950364,0.001174896221260429,-0.5305543659282516,0.3715322138214708,1.0,0.25859205857079576,0.4951596544894256,0.5762307797110886,0.4568970454979578,-0.08590843862110986,0.8842884428651764,0.171791680628514,0.4979950979738357,0.4583564449154033,0.47286306221196567,-0.3023102197974415,-0.01638908826995597,-0.46062287834289434
ACC_sup_R,-0.4167472892037206,0.35564213329333466,0.14109806022663987,0.42442817373210495,0.1445962370265235,0.5259115385418448,-0.22016395820393447,0.027271440618697983,0.2156049064254719,0.3329356367401127,0.2925185628388306,0.4073430177119239,0.2996620991772483,-0.17215794177054006,-0.19626309684518795,0.049433578203153056,0.25859205857079576,1.0,0.12244289902718004,0.31687392384129187,0.32749051419338965,0.4397090914566725,0.35564531923316356,-0.0027889746174614865,0.2012012029870189,0.4628866174375304,0.17622106077689467,-0.34527506241285044,-0.06817577834091436,0.16499950692602383
Thal_Re_L,-0.6554122781919949,0.49070094214318666,0.45947694153023744,-0.058228374519842536,0.6825924015176477,0.28530054311202885,-0.6133856664826405,-0.47836868280589206,-0.27158723128197537,-0.22913213637309582,0.4037048284418332,-0.5486305718559926,0.036515233322540516,-0.3053836133163738,-0.5670956587085924,0.5118155806283585,0.4951596544894256,0.12244289902718004,1.0,0.26662390342881764,0.7467810003196196,0.3758149531072857,0.3017804442091232,-0.22468394203051525,0.5584022104323888,0.7272109650429543,0.2834780940502318,-0.5430792593539419,-0.3795885354682368,-0.5460597573520198
Precentral_L,-0.2298244087602067,0.4455992147567355,0.24961520420400446,-0.2283671286674754,0.5419305778218858,-0.12577815495611153,-0.040931021202936554,-0.4069099331371274,-0.13102044928609036,0.029797406505888205,0.06862171467182589,0.04854072298010773,0.4210143354665765,0.4970367038340026,-0.13783369273022603,0.3980735410060512,0.5762307797110886,0.31687392384129187,0.26662390342881764,1.0,0.2137684601274526,-0.14028006214933877,0.5237596239634864,0.5641165304633571,0.4956138236346967,0.22012328159162106,0.25679681592706577,0.04036639456336866,0.3782981688424563,-0.28399426861956795
LC_R,-0.6751067393961877,0.4928549725322472,0.41380366258002876,-0.10581373981670142,0.6592520859889242,0.21295960764414892,-0.6792646642348548,-0.5010616556560871,-0.4001797198959306,-0.12541160107673763,0.541980408853061,-0.38902215285942726,0.0722763266441669,-0.42119390670644724,-0.657163234321638,0.5550479809429969,0.4568970454979578,0.32749051419338965,0.7467810003196196,0.2137684601274526,1.0,0.27189329960839553,0.27582650096886796,-0.2067776400401065,0.5052879919943783,0.6703397935545851,0.43420698069561164,-0.6174092447950192,-0.4132195974852879,-0.5523348664413499
Frontal_Inf_Orb_2_R,-0.4090011865465063,0.08534899926838621,0.20205770257036132,0.7841521630679714,-0.0641986722459761,0.8257166666461225,-0.37299423946185206,0.2783499026743475,0.5211118875469587,0.2541029096599961,0.2805572736875327,0.09879737226166585,0.05737855551903374,-0.47981797274967125,-0.1285333254924402,0.026405364393746595,-0.08590843862110986,0.4397090914566725,0.3758149531072857,-0.14028006214933877,0.27189329960839553,1.0,-0.01461118321610877,-0.4316092266747579,0.05625757422518971,0.6613167807707583,0.07768461260624634,-0.4587286652506943,-0.41796912987067475,0.22267921561921716
Insula_L,-0.2811942364530008,0.6421004781035181,0.6753387976357951,-0.04025259656744376,0.6197548755154975,0.19498758693711576,-0.10689091065849247,-0.4331543322456131,-0.2074581677472225,0.20093743276794113,-0.020164864324871915,-0.15924329663975248,0.5148208603332486,0.036455436070728396,-0.4011617881222222,0.26791691824480013,0.8842884428651764,0.35564531923316356,0.3017804442091232,0.5237596239634864,0.27582650096886796,-0.01461118321610877,1.0,0.21556147852477964,0.3454432462246903,0.4108279038288514,0.41909680274451067,-0.19434578432955044,0.08217722873004675,-0.19612653312187006
Postcentral_L,0.2922931997528305,0.2726917730504024,-0.20571501848852375,-0.2867997946393537,-0.02976383381952598,-0.3603896324514505,0.5299958958381543,-0.0053931932392742845,-0.1515977122978024,-0.04561883408756615,-0.1878269846416901,0.22037038885226484,0.2987674259439031,0.7086251932869718,0.27230553630790394,0.042470235468890956,0.171791680628514,-0.0027889746174614865,-0.22468394203051525,0.5641165304633571,-0.2067776400401065,-0.4316092266747579,0.21556147852477964,1.0,0.12334762835995079,-0.3649546444921905,-0.22272779123393527,0.6500500005684579,0.7917226644083716,0.21074415484259143
Vermis_7,-0.35495719115733015,0.4268085287023964,0.24245452446982085,-0.31953693054566035,0.6860372582209567,-0.07842390878380202,-0.3451832822305117,-0.38545882509956414,-0.431597049000619,-0.24297687331119694,0.20312097110290459,-0.21427953858253232,0.33314494872692463,0.12856293095920185,-0.2535996568723332,0.3412012062692087,0.4979950979738357,0.2012012029870189,0.5584022104323888,0.4956138236346967,0.5052879919943783,0.05625757422518971,0.3454432462246903,0.12334762835995079,1.0,0.374239745602813,0.21803242997182243,-0.16642756767572664,0.029140349673721713,-0.44950904323846397
Hippocampus_R,-0.7516725103683134,0.4503074523219422,0.6359299748007374,0.4082351809993397,0.5509902605599039,0.655377848442942,-0.7343802116088262,-0.3260228757000602,0.11645754311208412,0.16533935863239935,0.4675187730531245,-0.2664314067073079,0.17482332723586433,-0.5566169403874094,-0.644822182968454,0.5203939909534419,0.4583564449154033,0.4628866174375304,0.7272109650429543,0.22012328159162106,0.6703397935545851,0.6613167807707583,0.4108279038288514,-0.3649546444921905,0.374239745602813,1.0,0.5616057468406144,-0.7768340072881577,-0.571391672870941,-0.3232749750701113
Cerebellum_10_R,-0.5008393297780424,0.27876115388450806,0.7504087309951555,0.025530326884028565,0.5589646523893838,0.18830116019664478,-0.6362755655882312,-0.45616566586518154,-0.0895740833367013,0.1925232267615532,0.17302288024713286,-0.21990505869117385,0.13129531485754403,-0.41491961657884946,-0.70964395718712,0.5651282895880186,0.47286306221196567,0.17622106077689467,0.2834780940502318,0.25679681592706577,0.43420698069561164,0.07768461260624634,0.41909680274451067,-0.22272779123393527,0.21803242997182243,0.5616057468406144,1.0,-0.6238907338707135,-0.4822651762803854,-0.4603757007141344
Parietal_Sup_L,0.7368141714566935,-0.183362163912963,-0.5571196672583525,-0.2454748091891252,-0.46024070791283017,-0.4885099219072382,0.9179083599300351,0.3576856670957086,-0.06991917553554684,-0.17250892857832756,-0.4489475018794133,0.3316945766060511,0.09368406586052003,0.8206879363990626,0.7162117630386732,-0.4374428718368783,-0.3023102197974415,-0.34527506241285044,-0.5430792593539419,0.04036639456336866,-0.6174092447950192,-0.4587286652506943,-0.19434578432955044,0.6500500005684579,-0.16642756767572664,-0.7768340072881577,-0.6238907338707135,1.0,0.8869281448532949,0.4808575202817287
Precuneus_L,0.5560451807457808,0.08603707198714194,-0.39931118729796944,-0.21451760285332852,-0.20781604971149012,-0.3923555136751267,0.8158325941404798,0.15826777905035147,-0.09252337809218751,-0.07942078469916924,-0.33471618942126263,0.3473037512512311,0.34911683937992694,0.8965365501090043,0.6019421508050363,-0.27469875061156107,-0.01638908826995597,-0.06817577834091436,-0.3795885354682368,0.3782981688424563,-0.4132195974852879,-0.41796912987067475,0.08217722873004675,0.7917226644083716,0.029140349673721713,-0.571391672870941,-0.4822651762803854,0.8869281448532949,1.0,0.43255758575730646
SupraMarginal_R,0.4551147563817782,-0.18443727230977283,-0.36842744506628977,0.5890922487377781,-0.7395081788973444,0.31017362463877163,0.5721062272895946,0.6895778486337658,0.5272518812979446,0.23224459439825565,-0.3294301882581817,0.5543600080003908,0.13935369802173192,0.18576927286299427,0.5603510163680385,-0.590876760190046,-0.46062287834289434,0.16499950692602383,-0.5460597573520198,-0.28399426861956795,-0.5523348664413499,0.22267921561921716,-0.19612653312187006,0.21074415484259143,-0.44950904323846397,-0.3232749750701113,-0.4603757007141344,0.4808575202817287,0.43255758575730646,1.0
