,SN_pc_L,Thal_MDm_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_LGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_Re_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_R,Temporal_Mid_R,Frontal_Inf_Orb_2_L,Frontal_Sup_2_L,Thal_IL_L,Temporal_Inf_L,Vermis_1_2,Thal_VL_L,Thal_LP_R,Rolandic_Oper_R,Occipital_Sup_L,Thal_VPL_L,Caudate_L,Parietal_Inf_R,Cerebellum_Crus1_R,Thal_VA_R,Frontal_Sup_Medial_L,Raphe_D,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_Re_R,Postcentral_R,Cerebellum_10_L,Lingual_L,SN_pr_R,Thal_VA_L,LC_L,Rectus_R
Vermis_8,-0.5070846835732049,0.1749635860886123,0.1038939081070437,0.04768962783238918,0.2508665366037401,0.14736137747132708,-0.5009474793945374,-0.10582928396185197,-0.0036964072717858287,0.09848362071863964,1.0,-0.01028670500690215,-0.05979569038162176,-0.2859402423376779,-0.15804435925070764,0.511593433060066,0.07446072202052939,0.2925185628388306,0.4037048284418332,0.06862171467182589,0.541980408853061,0.2805572736875327,-0.020164864324871915,-0.1878269846416901,0.20312097110290459,0.4675187730531245,0.17302288024713286,-0.4489475018794133,-0.33471618942126263,-0.3294301882581817,-0.012730663538518499,0.19613867716250585,-0.503744646095862,0.3685468560314903,-0.06071971642570474,0.41964082677671516,-0.14781032052932153,-0.28774069738874647,0.10663913672950685,-0.30994805860009045,0.28843636815974716,0.03133988522575426,0.3234588379699123,0.249957197598474,0.13439832173117874,-0.4436969928536695,0.22476662548433152,0.33696493561910984,-0.4939029513703212,0.09290113996036217,0.47152359637796853,-0.00464994318713309,0.4719890058987822,-0.03171316117992358,0.40482678326768023,0.006131110754698969,0.17722082880778062,0.05168462913252826,-0.2376403769801914,-0.20966302213810672,-0.3477213495261362,-0.18117896056136343,0.3293442021070563,0.30807052075069313,0.2536171335544771
Thal_AV_L,0.35836534496332173,-0.23185784290982975,-0.378970640737616,0.33306648922265114,-0.5271463773875782,0.03108154910697305,0.4075977862328321,0.5645401797592822,0.49885496841626337,0.4799691661944494,-0.01028670500690215,1.0,0.26387840442318006,0.30877631719212206,0.5340133758343851,-0.3304183991414077,-0.3666029977499273,0.4073430177119239,-0.5486305718559926,0.04854072298010773,-0.38902215285942726,0.09879737226166585,-0.15924329663975248,0.22037038885226484,-0.21427953858253232,-0.2664314067073079,-0.21990505869117385,0.3316945766060511,0.3473037512512311,0.5543600080003908,0.504871909795053,-0.023307308253517917,0.4146671529004369,-0.3645165699705857,0.06348682425306824,-0.1219562580821306,0.6025013341795649,0.011305377643990045,-0.2425279417749966,0.28992357698105775,-0.286479421802732,0.05606388873251148,0.10060443791230661,0.32452686495493377,0.048259256382176985,0.35881739584874567,-0.10436519100547341,-0.19707458510862347,0.37359545873577754,0.651795060511267,-0.14857960853668814,-0.2578235835739882,-0.4378933040336057,-0.2763816345925001,-0.3802691030831752,-0.3705851267759041,0.7747904204735943,-0.4130676710783016,0.27243980674708645,0.19933840451475227,0.4781877677550773,0.5597899948095618,-0.11939250670502347,-0.32939523335104703,-0.3795781729698885
Thal_LGN_L,0.16278675360383726,0.4312909814345815,0.17759212969196284,0.13185310498813196,0.19960415574520549,0.11341126494521112,0.11936103007996872,-0.018248826912841395,0.0831955087574721,0.31426351470337444,-0.05979569038162176,0.26387840442318006,1.0,0.27759662102481136,0.10441861461842257,0.07301839734334307,0.4140971706950364,0.2996620991772483,0.036515233322540516,0.4210143354665765,0.0722763266441669,0.05737855551903374,0.5148208603332486,0.2987674259439031,0.33314494872692463,0.17482332723586433,0.13129531485754403,0.09368406586052003,0.34911683937992694,0.13935369802173192,0.09771498240885303,0.30403540141007107,0.041405974346541786,0.30190922605293585,0.25240292652562274,0.19690231745162676,0.020376612355924726,0.46136478897095157,0.2901410501632178,0.33275340545954907,0.401279687986524,0.13106171510630105,0.49745820132280455,0.28668002502553924,0.1930703512411483,0.015413026940658723,0.3494665077654338,0.4102473585969206,0.06105243552795658,0.1137362679390691,0.3181240414840032,0.2725167718550062,0.11562984115974308,0.17460619333736868,0.2279631934738208,0.1953940742469319,0.0485083404392099,0.05134083234683881,0.20096689426846076,0.16224638560710772,0.3619578579987745,0.3024802048534423,0.4070598582628093,0.14918034673404773,0.18867746698566706
Paracentral_Lobule_R,0.4961777126154916,-0.017027233823567495,-0.3597661784796263,-0.3557031743648096,-0.10747638592969262,-0.5202644331181986,0.6944976675168133,0.08583467822706818,-0.10877378930198954,-0.1421371002548941,-0.2859402423376779,0.30877631719212206,0.27759662102481136,1.0,0.6048422518621223,-0.19517323473691806,0.001174896221260429,-0.17215794177054006,-0.3053836133163738,0.4970367038340026,-0.42119390670644724,-0.47981797274967125,0.036455436070728396,0.7086251932869718,0.12856293095920185,-0.5566169403874094,-0.41491961657884946,0.8206879363990626,0.8965365501090043,0.18576927286299427,0.1321168699047262,0.056668564712035595,0.6601321569459664,-0.12774166297280745,0.5216521145716173,-0.34805615753390395,0.11264372039077225,0.6451301701595656,0.17473746425812706,0.2811328136407883,0.19286548464668438,-0.3759021072855305,-0.008237130034644151,0.006552329186883948,-0.4433021350648262,0.52004355405089,-0.3395797093245527,-0.026374876360224783,0.7077655797205611,0.13667730943197912,-0.329042073706424,0.1292127595887851,-0.4620332489876502,0.2636554000480323,-0.3065273706502841,0.10340571610792489,0.10761143374316896,0.03253375047496639,0.6585666145607494,-0.19765853770461794,0.2580488624504778,0.1164101730865228,-0.24791924912641222,-0.12909194768008456,0.07217080994697579
Vermis_9,0.6702494799254232,-0.36182790773570295,-0.667549284591861,0.06639853914089054,-0.6628250972641103,-0.24843345302908199,0.6832751066458628,0.637874930463255,0.32739190961266024,0.08061292380590308,-0.15804435925070764,0.5340133758343851,0.10441861461842257,0.6048422518621223,1.0,-0.5417677361379252,-0.5305543659282516,-0.19626309684518795,-0.5670956587085924,-0.13783369273022603,-0.657163234321638,-0.1285333254924402,-0.4011617881222222,0.27230553630790394,-0.2535996568723332,-0.644822182968454,-0.70964395718712,0.7162117630386732,0.6019421508050363,0.5603510163680385,0.5840643423544405,0.03158412983767777,0.7324378439074795,-0.5768742774304335,-0.08231969661153302,-0.35401556876282136,0.6851244979358961,0.17270762719071334,-0.4950874579692111,0.366585171558133,-0.3140145188398176,-0.21143174634024667,-0.22728160141200796,-0.05288778910181676,-0.20864421408329187,0.6299835812100093,-0.33940191588902285,-0.5032135050636898,0.7054095459701665,0.5579122470606243,-0.5579993139484617,-0.43511085360106744,-0.7608565348434067,-0.24180573420754317,-0.543918587619112,-0.42497748228161725,0.5606506863114319,-0.23107874196584458,0.43865747300610797,-0.1785351563509901,0.595906771362406,0.41764325824563836,-0.491292099291349,-0.40499486925558975,-0.362159808880907
Amygdala_R,-0.4034884587518066,0.3261802409546287,0.4388665365532239,-0.21723304701803353,0.6056780806000445,-0.0645734782818473,-0.49692303403895915,-0.5440731585219489,-0.2502158962317298,0.020947909633170888,0.511593433060066,-0.3304183991414077,0.07301839734334307,-0.19517323473691806,-0.5417677361379252,1.0,0.3715322138214708,0.049433578203153056,0.5118155806283585,0.3980735410060512,0.5550479809429969,0.026405364393746595,0.26791691824480013,0.042470235468890956,0.3412012062692087,0.5203939909534419,0.5651282895880186,-0.4374428718368783,-0.27469875061156107,-0.590876760190046,-0.418902165472833,-0.028378500450666193,-0.5659854686034888,0.6149943304823619,0.247562640891821,0.4784008001879361,-0.5966514352244032,-0.07216971505867002,0.5286208516199591,-0.44911067702755936,0.4275150279138501,0.10152566079361511,0.3003305908758568,0.07319970407189866,-0.006654069254256191,-0.4868477020618066,0.08863690931958207,0.5640577725158334,-0.5482273953522194,-0.469879228882839,0.45337925563737835,0.33776039487592674,0.6487194776798132,0.49741063198717117,0.42676226322842936,0.6035441261640928,-0.321549401652282,0.2351798549646939,-0.2607022312568067,0.04409526435431574,-0.595984200396168,-0.31094661525321615,0.3185350181224107,0.46606113632399165,0.635369354224894
Temporal_Sup_L,-0.4088810956229462,0.679542793289236,0.6580921195504953,-0.23423768209087997,0.8093653592794531,0.0949263382554545,-0.28057765276504704,-0.6365090618870509,-0.3923759045674708,0.0418662361982223,0.07446072202052939,-0.3666029977499273,0.4140971706950364,0.001174896221260429,-0.5305543659282516,0.3715322138214708,1.0,0.25859205857079576,0.4951596544894256,0.5762307797110886,0.4568970454979578,-0.08590843862110986,0.8842884428651764,0.171791680628514,0.4979950979738357,0.4583564449154033,0.47286306221196567,-0.3023102197974415,-0.01638908826995597,-0.46062287834289434,-0.3848814298067467,0.27969282511466576,-0.4286678555757237,0.7757645912548502,0.42313953667230364,0.3717269393949666,-0.6577965132848453,0.49042600079248694,0.7201984577780073,0.05177197230414454,0.796355808679303,0.16933973620146406,0.6181386783970887,0.2435227307707323,0.05093781132839734,-0.3772287070386527,0.49962747845666006,0.7975497536384751,-0.3841200014979487,-0.46088177139463987,0.5697554714406665,0.6638308430442165,0.669421553417391,0.47847111470983866,0.623149911315998,0.6085908591027627,-0.5288189204793816,0.3209776130304132,-0.10372989036177928,0.14250628181289757,-0.1736611492112188,-0.2052904000490344,0.6608861921555935,0.500977898290286,0.5721451222379659
ACC_sup_R,-0.4167472892037206,0.35564213329333466,0.14109806022663987,0.42442817373210495,0.1445962370265235,0.5259115385418448,-0.22016395820393447,0.027271440618697983,0.2156049064254719,0.3329356367401127,0.2925185628388306,0.4073430177119239,0.2996620991772483,-0.17215794177054006,-0.19626309684518795,0.049433578203153056,0.25859205857079576,1.0,0.12244289902718004,0.31687392384129187,0.32749051419338965,0.4397090914566725,0.35564531923316356,-0.0027889746174614865,0.2012012029870189,0.4628866174375304,0.17622106077689467,-0.34527506241285044,-0.06817577834091436,0.16499950692602383,0.14496511938307224,0.37537113426069896,-0.30746584838088825,0.2431068245880164,0.2181372959066151,0.2748309926432387,0.11477053169418343,-0.02790991605917203,0.3433242195179194,0.1311072594886204,0.13266385574281403,0.20530326821876946,0.6468983703637745,0.6008246913971461,0.48592930648573257,-0.31613789183305957,0.6025939998337853,0.49789394764501366,-0.2180602138401089,0.24660755161695747,0.5197094173461814,0.4111101266403765,0.2901241097511272,-0.1799210654233385,0.3399848003484907,-0.1163245168782484,0.25162418413387116,-0.070150622781814,0.007825055652037918,0.06560798077719508,0.06942577547211222,0.18347391670917132,0.5163308203935486,0.07288875144175067,-0.03382396776748805
Thal_Re_L,-0.6554122781919949,0.49070094214318666,0.45947694153023744,-0.058228374519842536,0.6825924015176477,0.28530054311202885,-0.6133856664826405,-0.47836868280589206,-0.27158723128197537,-0.22913213637309582,0.4037048284418332,-0.5486305718559926,0.036515233322540516,-0.3053836133163738,-0.5670956587085924,0.5118155806283585,0.4951596544894256,0.12244289902718004,1.0,0.26662390342881764,0.7467810003196196,0.3758149531072857,0.3017804442091232,-0.22468394203051525,0.5584022104323888,0.7272109650429543,0.2834780940502318,-0.5430792593539419,-0.3795885354682368,-0.5460597573520198,-0.27071999472274694,0.41437005574325997,-0.6756831996160083,0.7250211710971778,0.11496622471390844,0.45812322288448803,-0.48133629773064,0.0890757964406576,0.3903811173744698,-0.3588176769369288,0.5107356808821321,0.1051862562564878,0.3715511777811293,0.10109818808165864,0.29480303963317095,-0.6648425843936503,0.43329496483491053,0.5710452363833277,-0.5554722221834294,-0.3919203837907779,0.5894376692921931,0.4400988582010595,0.7409052788248347,0.19628001961421762,0.7070553892108234,0.27554923263844316,-0.4181799172806298,0.5147942985169845,-0.3132268084280676,-0.24739386956929654,-0.40270673137568946,-0.3392043583635614,0.5625019820653463,0.48015580430661325,0.4915999315984441
Precentral_L,-0.2298244087602067,0.4455992147567355,0.24961520420400446,-0.2283671286674754,0.5419305778218858,-0.12577815495611153,-0.040931021202936554,-0.4069099331371274,-0.13102044928609036,0.029797406505888205,0.06862171467182589,0.04854072298010773,0.4210143354665765,0.4970367038340026,-0.13783369273022603,0.3980735410060512,0.5762307797110886,0.31687392384129187,0.26662390342881764,1.0,0.2137684601274526,-0.14028006214933877,0.5237596239634864,0.5641165304633571,0.4956138236346967,0.22012328159162106,0.25679681592706577,0.04036639456336866,0.3782981688424563,-0.28399426861956795,-0.10694407248773229,0.2766374174167069,-0.17920087612412736,0.5804535159253551,0.8743263296488138,0.24498885707676737,-0.37954511655166834,0.49744782007242544,0.787490242397642,-0.1254791819049496,0.5954481988763435,0.030981703856963642,0.4713608845602305,0.37447115853266366,-0.04824960889552392,-0.23739454635585747,0.14143368601740414,0.6733882418308329,-0.05017092543364686,-0.2479975167082949,0.34618714532260947,0.6665122148717473,0.34817228423007157,0.5810937913012948,0.2528199590637532,0.5639357770434571,-0.2123158071583466,0.23567687775307736,0.22821482968845438,0.03460615798201526,-0.15694800873812328,-0.029428814949697825,0.4007898231257915,0.2854743873708064,0.5560660916305588
