,Precentral_L,Precentral_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,OFCmed_L,OFCmed_R,OFCant_L,OFCant_R,OFCpost_L,OFCpost_R,OFClat_L,OFClat_R,Insula_L,Insula_R,Cingulate_Mid_L,Cingulate_Mid_R,Cingulate_Post_L,Cingulate_Post_R,Hippocampus_L,Hippocampus_R
Olfactory_L,0.5402380253931705,0.43114547343363696,0.46383505780186507,0.48027551281255554,0.5210322011040337,0.46591508220463224,0.45921595839605556,0.46187485700156017,0.5820061419664873,0.5275327278083862,0.7086126832268872,0.6660275443129942,0.396705134573918,0.32261837346441047,0.606279019813314,0.6025812590026323,1.0,0.5571208657842066,0.41253051730933643,0.43472164767126603,-0.02905582989777998,0.002936085642567865,0.19569822198007547,0.3601501348476154,-0.08376288296207099,0.10301257391503567,-0.09624652047129093,0.282984785019031,0.5685541716527864,0.4622840619132794,0.47196219401994965,0.5653494264936404,0.5526549260474813,0.6154163865929435,0.5158204237117131,0.45529719317300055,0.45966135118061136,0.6634356728473216,0.6271185921767181,0.6089887126868831
Olfactory_R,0.4216080882133549,0.3506243011522848,0.4620844747112263,0.4756215997381778,0.4614373775838666,0.4120524040400961,0.292630678207369,0.283960968426204,0.4145775080155693,0.35367474792051556,0.4039800272235797,0.46968939945904925,0.34019602751844974,0.27350889616778923,0.5167875981525923,0.4971807666518388,0.5571208657842066,1.0,0.36305961606157533,0.38062162648046344,0.3541364498793964,0.35458876668401224,0.515603589610428,0.6011129865992236,0.3397800890374631,0.4942398582158271,0.2510185073849129,0.5234122943930287,0.46648732522582653,0.662826072786711,0.45594182001913375,0.36442046271623774,0.35877294277457644,0.42926083180051344,0.3931366456971333,0.4776983131553294,0.5800431874285079,0.5285493929250675,0.5728503024910426,0.5654215476799467
Frontal_Sup_Medial_L,0.8112068802897427,0.7691783358732297,0.8617046486682172,0.9209337268836302,0.7208117158379863,0.8793576463499664,0.8390227428810011,0.782361932688384,0.8181414286789688,0.8095021437896913,0.5773913724159819,0.4132721900823246,0.7252103185886534,0.7577508535719131,0.8433287987534771,0.83690315338831,0.41253051730933643,0.36305961606157533,1.0,0.8697531512590362,0.3429652150318029,0.17384143390687218,0.29768813719545956,0.5849270163425159,-0.04335183547873694,0.0017043795989770275,0.10498581376358031,0.3989217126375148,0.4934830355643636,0.4366628817136804,0.6018528134037079,0.4602617669931734,0.7048640429094654,0.770490337349595,0.8369910824310731,0.813245063262124,0.48542922265831195,0.7071030239486283,0.7133622983088647,0.7464118619959551
Frontal_Sup_Medial_R,0.8205953609420202,0.7067685145805351,0.8788831574768688,0.8617781357831508,0.8327646010894356,0.9068382734612875,0.8124020318444797,0.775371650428289,0.8801958242739942,0.8592069118642283,0.6205200499910782,0.42116913661568556,0.7446125957582175,0.7799709770317015,0.8096575773725952,0.8056127418999938,0.43472164767126603,0.38062162648046344,0.8697531512590362,1.0,0.3730847375968667,0.10305876570684724,0.2807376999909429,0.6635364073836963,-0.1735373071332092,-0.13284666618565744,0.06248613758798353,0.2899088879276553,0.5821039611700619,0.4371797238153114,0.6141386529927046,0.4832600416352645,0.7825861327491102,0.74710830067852,0.7776938441358345,0.8495320196692763,0.4891511489361201,0.7035975883041153,0.7454720411229165,0.8134706163958354
Frontal_Med_Orb_L,0.2020028509875876,0.15623129378919662,0.42791838875244576,0.3172359302785858,0.3647592895071069,0.433184595878395,0.2646513090932315,0.160641429259024,0.2611536642950135,0.22136824868263943,0.24264394494108507,0.25842707118684305,0.21165804732656593,0.23709655053744794,0.23495597693460515,0.2168552285418853,-0.02905582989777998,0.3541364498793964,0.3429652150318029,0.3730847375968667,1.0,0.44173336950684033,0.5793112375062361,0.5741567839353876,0.4087605134098965,0.4013487029261246,0.48304584837489467,0.5830741177419301,0.3203240226262333,0.6184558254300039,0.2999486642594655,0.23344039947651177,0.18624219249291132,0.17123927305143588,0.21632908536127785,0.2622733331915788,0.3100194648977295,0.17569390862379264,0.28164653971057274,0.38685554170345415
Frontal_Med_Orb_R,-0.004876013912951672,-0.0006161588224169389,0.29386674147222,0.2549708813305424,0.21614044686283143,0.25395341859181736,0.21947722558237123,0.16926865039086947,0.13654757416031704,0.07289281407845241,0.10801401016237684,0.3090752019517747,0.302493742791464,0.31331240371407304,0.12151025242801243,0.019999972462775018,0.002936085642567865,0.35458876668401224,0.17384143390687218,0.10305876570684724,0.44173336950684033,1.0,0.4391730463218227,0.2771564936793358,0.7504464193549866,0.6200593050983578,0.7794424667982242,0.6575457555150261,0.16696996221808447,0.3098840438666758,-0.006477465206835227,0.14012597806217766,0.14912521371490375,0.19552627407995682,0.07320411645487526,0.12583616671729,0.43323256675724464,0.1168540184183645,0.22034948426445244,0.13362558457522125
Rectus_L,0.14353565251021067,0.11219480419973493,0.3230938718928821,0.3013237066918778,0.25111536982943583,0.31680520421872477,0.10385661550371277,0.031414586387793535,0.1337542898617192,0.095797900164632,0.21173025943724258,0.36270469285824514,0.05135771009670597,0.10001683366863555,0.19633333155085614,0.16288584960883967,0.19569822198007547,0.515603589610428,0.29768813719545956,0.2807376999909429,0.5793112375062361,0.4391730463218227,1.0,0.7135204187627184,0.6338625667039263,0.6836038279624903,0.5270477719068267,0.7584656490079236,0.30532747920016523,0.743421817581267,0.5246784844235954,0.26484140049824734,0.021818985390052118,0.11788108658353788,0.1143995500052966,0.24869083924192895,0.4575953666766241,0.19018228598177703,0.3048176503103134,0.35398217595710907
Rectus_R,0.4992609981884414,0.3917548666779658,0.6163495816661327,0.6014495911547141,0.5682227080833152,0.6156086444060181,0.4088997245968537,0.36738241049097253,0.5231595444176158,0.46617377776363683,0.4988339968611178,0.4467805815662782,0.3692273759222007,0.3838076473031803,0.5273630438338969,0.5040251484436293,0.3601501348476154,0.6011129865992236,0.5849270163425159,0.6635364073836963,0.5741567839353876,0.2771564936793358,0.7135204187627184,1.0,0.3015517815458126,0.3990807916188242,0.3311417412147165,0.5551579508519843,0.5369820250193064,0.688005727863746,0.6287526143115879,0.4102902344958551,0.43729927998784474,0.41959286870917945,0.42696128740070666,0.5943844876797747,0.5474233947866844,0.47395948247273206,0.5800042062115458,0.625246610784399
OFCmed_L,-0.23596434103941719,-0.1526102252062833,0.006815427130254104,0.019891454400746963,-0.09569549863480549,-0.05220875604244843,-0.14161013990127586,-0.218888863991307,-0.22317308251683773,-0.2789124163632971,-0.11580062761000783,0.11362677783255465,-0.10867277536485986,-0.1149748208382187,-0.13092199677478203,-0.178984645177679,-0.08376288296207099,0.3397800890374631,-0.04335183547873694,-0.1735373071332092,0.4087605134098965,0.7504464193549866,0.6338625667039263,0.3015517815458126,1.0,0.8870513135847007,0.7529685986485508,0.7064310040578703,0.01321333864598769,0.45716304561213833,0.043577178639067245,-0.002224188757326656,-0.25719045009345337,-0.15771882312894273,-0.14433332188342807,-0.09984367843074286,0.33388510426855317,-0.09438484387540721,-0.028065282158412887,-0.08525598191072431
OFCmed_R,-0.12697220832857276,-0.10547876740218681,0.05639162055989905,0.08410224280981149,-0.039336296692993454,-0.033738117261863675,-0.16788654718365376,-0.23789186884344943,-0.18345370678934403,-0.24641650998617354,0.0020965099554741237,0.18873489180687844,-0.13831929170135365,-0.18813467648026064,-0.04339568840409482,-0.07798314220236485,0.10301257391503567,0.4942398582158271,0.0017043795989770275,-0.13284666618565744,0.4013487029261246,0.6200593050983578,0.6836038279624903,0.3990807916188242,0.8870513135847007,1.0,0.6449433225994464,0.7373159693236936,0.12152522377333716,0.5786998153667959,0.12610906134594452,0.08922145756064273,-0.24158611545090522,-0.13904025850706114,-0.09235544306476032,-0.05971334588221598,0.3118841959442415,-0.02478549137718674,0.06117616108937471,-0.0034987029780492213
OFCant_L,-0.029053791799776466,-0.06360892286508353,0.31269683684027055,0.1662427811391107,0.24838720962386357,0.19068908644530944,0.11321813846280418,0.0019844433154412944,0.04203918843222291,-0.028242141285303383,0.06597179324015486,0.21772964787184823,0.18669536688404906,0.17900105760282345,0.0795023423980256,-0.023827879731089192,-0.09624652047129093,0.2510185073849129,0.10498581376358031,0.06248613758798353,0.48304584837489467,0.7794424667982242,0.5270477719068267,0.3311417412147165,0.7529685986485508,0.6449433225994464,1.0,0.7146330933546462,0.29856299052165747,0.3787955321150567,0.045085774062348885,0.23264449112742577,0.02992678041739413,0.03851810736596696,0.06129125777483324,0.14634314384874658,0.4970624341493549,0.0840985008468574,0.1940082183224216,0.07887228427077825
OFCant_R,0.16722596713135449,0.12563991011295614,0.4287346378448928,0.42058663358674714,0.32754921247066565,0.3742564560713374,0.25814223970357536,0.14508186010027116,0.2530513605181618,0.1982445258183219,0.3748239964776974,0.5310448552796572,0.2107773172010363,0.20739566586792924,0.3032335883732796,0.23911019664698827,0.282984785019031,0.5234122943930287,0.3989217126375148,0.2899088879276553,0.5830741177419301,0.6575457555150261,0.7584656490079236,0.5551579508519843,0.7064310040578703,0.7373159693236936,0.7146330933546462,1.0,0.43441479995563886,0.7331514984511437,0.42741470384774194,0.4837461442579179,0.1592830931634309,0.2882304876150729,0.2618434065667723,0.2554306650551693,0.5038710989148277,0.28118496650416425,0.3479210980058878,0.36739439343573516
OFCpost_L,0.5647641578799711,0.42799605697717885,0.6697070315791092,0.552553957218852,0.7127140301111784,0.5967877156267823,0.47251721166064686,0.5050677605022766,0.6396701673453421,0.5848141962296474,0.6315100787476133,0.49441565625436995,0.5440722418243685,0.4441392482331128,0.6216963063218821,0.5730824960727388,0.5685541716527864,0.46648732522582653,0.4934830355643636,0.5821039611700619,0.3203240226262333,0.16696996221808447,0.30532747920016523,0.5369820250193064,0.01321333864598769,0.12152522377333716,0.29856299052165747,0.43441479995563886,1.0,0.532587135547875,0.45724810263046345,0.7118091172517305,0.6707346556837503,0.6043626465145935,0.5521555057160298,0.6399489734645909,0.6217329818296898,0.6609659449838388,0.7508204688163107,0.6700327927261229
OFCpost_R,0.3290688682579069,0.2694208195620527,0.4818726341702842,0.4446088194464783,0.4442609223871914,0.44558425474273783,0.2812726707600645,0.22661465312809256,0.36671690114922445,0.3283703242032975,0.5031481546818235,0.5481047771920435,0.21579463187129894,0.18843088021761095,0.40329143494147923,0.4005834995159117,0.4622840619132794,0.662826072786711,0.4366628817136804,0.4371797238153114,0.6184558254300039,0.3098840438666758,0.743421817581267,0.688005727863746,0.45716304561213833,0.5786998153667959,0.3787955321150567,0.7331514984511437,0.532587135547875,1.0,0.6305140420352962,0.5269710184579983,0.2698032452356818,0.3639011506714191,0.33781426563940903,0.36658813068299534,0.49892277682922553,0.41974471508887884,0.48727492602049133,0.5953537758140764
OFClat_L,0.4866738701280377,0.507149900204879,0.5605903853977041,0.6262034377707563,0.47496273554587803,0.570437219618792,0.4230427508898755,0.41895709621702454,0.5597212547037367,0.5240079784202812,0.5709755610982321,0.49629479133284854,0.33424725186915194,0.36610045498689014,0.5904942727355548,0.5881951769510767,0.47196219401994965,0.45594182001913375,0.6018528134037079,0.6141386529927046,0.2999486642594655,-0.006477465206835227,0.5246784844235954,0.6287526143115879,0.043577178639067245,0.12610906134594452,0.045085774062348885,0.42741470384774194,0.45724810263046345,0.6305140420352962,1.0,0.5306297710782931,0.4189037055910615,0.5007516049279844,0.5199795415587236,0.5454483982928546,0.47740003895793703,0.5548904681527164,0.5702928809921578,0.6580620628229085
OFClat_R,0.4136933100523426,0.23537864274546136,0.5470298582316696,0.46360494754592313,0.5756300968100075,0.4720249819594838,0.424385112564181,0.39345771587251593,0.5508144850578356,0.5238336179662277,0.6254548127977759,0.5934986863628471,0.43197329596182904,0.35410016544661266,0.5076521849040976,0.4590220743530806,0.5653494264936404,0.36442046271623774,0.4602617669931734,0.4832600416352645,0.23344039947651177,0.14012597806217766,0.26484140049824734,0.4102902344958551,-0.002224188757326656,0.08922145756064273,0.23264449112742577,0.4837461442579179,0.7118091172517305,0.5269710184579983,0.5306297710782931,1.0,0.5565358782761417,0.5812792008558555,0.4363771894267125,0.42426476177873523,0.4173355291260605,0.4921046942112443,0.5899280473342614,0.5877015147044673
Insula_L,0.7468580086111095,0.6554196143224383,0.8077933758329267,0.7372796065297132,0.8358196382026447,0.8186296609541749,0.8522438281581578,0.9001611179491932,0.9289686787213959,0.9281877196221525,0.7451698645739054,0.585993140106867,0.9124103208595821,0.8541538177213169,0.8161124601697111,0.7776223290146629,0.5526549260474813,0.35877294277457644,0.7048640429094654,0.7825861327491102,0.18624219249291132,0.14912521371490375,0.021818985390052118,0.43729927998784474,-0.25719045009345337,-0.24158611545090522,0.02992678041739413,0.1592830931634309,0.6707346556837503,0.2698032452356818,0.4189037055910615,0.5565358782761417,1.0,0.9177238423174374,0.7694968403695148,0.7682029683572571,0.4905050352861715,0.7695020762382608,0.8280875735119666,0.8124976327069722
Insula_R,0.7450839877045068,0.691837892930645,0.7914657988373127,0.7817551031563476,0.7744963614611177,0.8091348414089118,0.8714741634487586,0.9130826047797327,0.9058494066512189,0.9142419161500321,0.7609679418185276,0.6767914445997031,0.8617545504693185,0.8240850967827689,0.8391717760601451,0.816835054896571,0.6154163865929435,0.42926083180051344,0.770490337349595,0.74710830067852,0.17123927305143588,0.19552627407995682,0.11788108658353788,0.41959286870917945,-0.15771882312894273,-0.13904025850706114,0.03851810736596696,0.2882304876150729,0.6043626465145935,0.3639011506714191,0.5007516049279844,0.5812792008558555,0.9177238423174374,1.0,0.8025255790206842,0.731844636743072,0.523079333804779,0.8085124882993933,0.8170995681050205,0.8323104665899318
Cingulate_Mid_L,0.8725648521958049,0.8968263449571879,0.8378039460301411,0.8672690499861798,0.7727977777900853,0.8468918414478757,0.8597347382694829,0.8065868615655444,0.8630848501099803,0.849494974920961,0.6149291432353641,0.41459780389801804,0.7841093548032884,0.7566237161517464,0.9429577839221706,0.9577116296697329,0.5158204237117131,0.3931366456971333,0.8369910824310731,0.7776938441358345,0.21632908536127785,0.07320411645487526,0.1143995500052966,0.42696128740070666,-0.14433332188342807,-0.09235544306476032,0.06129125777483324,0.2618434065667723,0.5521555057160298,0.33781426563940903,0.5199795415587236,0.4363771894267125,0.7694968403695148,0.8025255790206842,1.0,0.8871898841519462,0.5920465304996854,0.8542199191673946,0.7679721316152255,0.744850408450768
