,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7
Thal_AV_L,0.36864111566183205,0.5967558620044378,0.15124829415381635,0.39387642291427666,0.4447754803130054,0.360093755326501,-0.11855054021160197,-0.16707964587196747,0.2701140280201465,0.5326932988518959,-0.11893442446015146,1.0,0.16340847552759016,0.3349302043766603,-0.07299092035169606,-0.2700411857851962,0.4958579501711843,-0.09134990349104856,0.4480103079601013,0.4297353358090304,0.49278446838917245,0.41712712543577735,0.33625999718915484,0.3453033025884862,0.20496251193275017
Thal_LGN_R,0.21816608443876198,0.3547824585521123,0.267174443711124,0.3260655645508435,0.1094872426537717,0.3359950565110201,0.043191706140397204,0.3417044564948084,0.19450428510158915,0.06096254004925334,0.2485580989652917,0.16340847552759016,1.0,0.14501338924906304,0.31621123619129954,0.10306410877363725,0.39149439028641914,0.26525118700870365,-0.017417437006259334,0.30519632973796523,-0.04647656376155159,0.5184699475844732,0.3766833471147242,0.16268525323208158,-0.12846484765585373
Paracentral_Lobule_R,0.4518150657788219,0.4286111975558724,0.2906279707183999,0.23674557667467358,0.3555696902049739,0.4589494548319166,0.18632441816034892,-0.21163218920483443,0.05708964242384683,0.253463151798934,-0.03255172679884859,0.3349302043766603,0.14501338924906304,1.0,-0.13729181578824132,-0.08362442714855244,0.524921490258288,0.43046569253726186,0.08100129303356587,0.6826274724353555,0.3127550761603221,0.34027984351061413,0.6278570134427112,0.8187018203681661,0.3014013147692927
Vermis_9,0.3209879942353536,0.42374190968356423,0.29994824934582837,0.6385203109863379,-0.45756823597347474,0.5444801854031565,0.6053257632938891,0.9190343625815316,0.5288528610554656,0.3040259733523875,0.9130723381383616,-0.07299092035169606,0.31621123619129954,-0.13729181578824132,1.0,0.6633773034728264,0.38438461230768844,0.24202696030204018,-0.4330917358935617,0.3354660646255181,0.37825689945484103,0.15558297196142623,0.49483596052662404,-0.027018867649860175,-0.6303112836462587
Amygdala_R,0.20298721616422508,0.31376541972633093,0.39123864826724397,0.43014967757498185,-0.5209917202454553,0.39081204489972665,0.5098670894131525,0.6611689227784662,0.33501509327208967,0.1750400852856784,0.5814801872408702,-0.2700411857851962,0.10306410877363725,-0.08362442714855244,0.6633773034728264,1.0,0.21464014368918985,0.2096438749645959,-0.513506746960417,0.14329450577920932,0.17913733955692415,0.012328706267814063,0.3635117063602457,-0.04644399070196975,-0.3704632309466336
Temporal_Sup_L,0.47898016026495877,0.6770677337417,0.36809193743763363,0.5161094805119243,0.3308872182942525,0.7240011566953541,0.30723198045165484,0.22113535313860735,0.20658308931066613,0.48254580217167253,0.3177976189976707,0.4958579501711843,0.39149439028641914,0.524921490258288,0.38438461230768844,0.21464014368918985,1.0,0.40781419502177074,-0.08118102669748954,0.6613273482975545,0.48144039733109645,0.3908366757815374,0.7424328119532825,0.43099780330871984,-0.03927550640325413
N_Acc_L,0.35642870887268424,0.24275486316897776,0.28803171939494016,0.16599508969237992,0.14677311023898668,0.40902734515200423,0.3482997921226256,0.09103676989525782,0.017558897279099313,0.14254742508125473,0.28196913352910463,-0.09134990349104856,0.26525118700870365,0.43046569253726186,0.24202696030204018,0.2096438749645959,0.40781419502177074,1.0,-0.20012545539243193,0.42911757794220895,0.10868480221491457,0.20070689735171782,0.5063615078561371,0.3732317543032757,0.015789105285759907
Thal_Re_L,-0.1396345437309379,-0.0026439978256145875,-0.260999055622187,-0.1531892378245761,0.48174653862660466,-0.2096334817114551,-0.5407585110742998,-0.44721381622010575,-0.1633366948937901,0.053678674915750034,-0.4939531902421038,0.4480103079601013,-0.017417437006259334,0.08100129303356587,-0.4330917358935617,-0.513506746960417,-0.08118102669748954,-0.20012545539243193,1.0,-0.049875099112381666,0.007214608264919157,0.11975264892719902,-0.1554817740977424,0.0498274299277594,0.4146960552681136
Precentral_L,0.7560112524848086,0.7230224360645163,0.6401835330229156,0.6226806606497622,0.1487546254579849,0.8072379380511998,0.3952782959340599,0.24819116229331592,0.6110339167861524,0.6755971166728159,0.36341516620046505,0.4297353358090304,0.30519632973796523,0.6826274724353555,0.3354660646255181,0.14329450577920932,0.6613273482975545,0.42911757794220895,-0.049875099112381666,1.0,0.5725714858958341,0.669654664688134,0.8477380524738628,0.8675644393760764,-0.16054760748400335
Raphe_D,0.4555577599875969,0.5801765496418173,0.2275065429922921,0.5905895074460173,0.008006645256923694,0.5631040280448979,0.3615741873159203,0.2674587153675627,0.47116186759367884,0.7698881532596463,0.3823831889800124,0.49278446838917245,-0.04647656376155159,0.3127550761603221,0.37825689945484103,0.17913733955692415,0.48144039733109645,0.10868480221491457,0.007214608264919157,0.5725714858958341,1.0,0.20307763992213523,0.5668017834254888,0.34062188604965343,-0.1450176565922969
Frontal_Inf_Orb_2_R,0.6140850222793346,0.5875927034582531,0.730091118363881,0.5621803325710869,0.07508339684402345,0.568027649704407,-0.007369909989250492,0.23331708353055527,0.6258941701637856,0.4279043126709687,0.13460281343790062,0.41712712543577735,0.5184699475844732,0.34027984351061413,0.15558297196142623,0.012328706267814063,0.3908366757815374,0.20070689735171782,0.11975264892719902,0.669654664688134,0.20307763992213523,1.0,0.5598363992952509,0.6311438494334344,-0.08157805597186325
Insula_L,0.6227256565076668,0.7544595064213084,0.5648489207835325,0.7474857889733734,0.024501205582473387,0.8258415049903904,0.4644375749207384,0.3855683360879992,0.5146303259134307,0.6070056206490986,0.4674234324165516,0.33625999718915484,0.3766833471147242,0.6278570134427112,0.49483596052662404,0.3635117063602457,0.7424328119532825,0.5063615078561371,-0.1554817740977424,0.8477380524738628,0.5668017834254888,0.5598363992952509,1.0,0.6577978770440956,-0.10495213712237793
Postcentral_L,0.6708079224815031,0.530777776397359,0.622903832232261,0.3789166252030961,0.16363175246635292,0.5918897608315199,0.23670517005015113,-0.056986311076304995,0.4612641654159849,0.46020908205258554,0.06265019230213344,0.3453033025884862,0.16268525323208158,0.8187018203681661,-0.027018867649860175,-0.04644399070196975,0.43099780330871984,0.3732317543032757,0.0498274299277594,0.8675644393760764,0.34062188604965343,0.6311438494334344,0.6577978770440956,1.0,0.1139948335342556
Vermis_7,-0.18510860882899347,-0.0944325578429239,-0.13609729373865587,-0.25863748844894313,0.3323482321776107,-0.21182876775106285,-0.40330057784240714,-0.6775839187295,-0.3266160531313005,-0.10351172491970337,-0.6764843958629603,0.20496251193275017,-0.12846484765585373,0.3014013147692927,-0.6303112836462587,-0.3704632309466336,-0.03927550640325413,0.015789105285759907,0.4146960552681136,-0.16054760748400335,-0.1450176565922969,-0.08157805597186325,-0.10495213712237793,0.1139948335342556,1.0
