,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_VA_L,Caudate_L,Parietal_Inf_R,Thal_IL_L,Thal_VPL_R,Frontal_Sup_Medial_L,SN_pc_L,Frontal_Med_Orb_R,Pallidum_L
Vermis_8,0.15003998953949502,0.1546041769508094,0.03532842597222808,0.09142710923469805,0.027272692229855393,0.07658398986369525,-0.03919598141905354,-0.08781353987561087,0.12948431756475723,0.16793721110459484,1.0,-0.007153712945932063,-0.09768282018073476,-0.0579006216356277,-0.07554466540918464,0.2305263351081575,0.1319186458651229,-0.021750193399600756,0.025799575941522757,-0.08227890713201516,0.26564512454031347,0.13648307932821563,0.004438010500406497,-0.14655700716614245,0.1899544930870908,0.24408679474671477,0.24037020888553756,-0.35253377076764253,-0.18535084425959347,-0.1576443536748454,0.23550378827780286,-0.1936107147210987,-0.16787277858314278,0.2897998893013398,0.12900697619652146,0.12284283388368902,0.12237558451783512,0.19468382086940184,0.23525496084600978,0.055658477358949125,0.1220886909623354,0.34051779697062406,0.27643777077567483,0.22198577162079383,0.20233904622456736,0.0533878638961279,0.146267486637514,0.3301082753413125,-0.28616356921261965,0.20412576939667354,-0.01908103701826326,0.12597254389255086,0.19629368926494165,0.22038383408738135,0.385138439715013
Thal_AV_L,0.1914470076574758,0.1405682905928186,-0.12968309288166682,0.2346572513044344,0.19936803874760234,-0.03129963852544351,0.17424841344211764,0.02301278677236371,-0.02271139094877803,0.027280883962176296,-0.007153712945932063,1.0,0.02706040991399958,0.1442883477987137,0.06604559711092095,0.052485291286176274,0.21928133241884595,0.2548520058374804,0.3855740703317101,0.14383972418926588,0.009864499521170472,0.04715681699933521,0.09959876535320024,0.13679210442954692,-0.0841473853157581,0.11869811572442762,0.07262129823203155,0.064051522494149,0.15904013165589068,0.22849259344404904,0.17635865020354338,0.09279761655933955,0.16886367084266204,0.09872600036542342,0.23559373107632162,0.021500295282658562,-0.011365487598187087,0.08202391224597552,-0.0583402735200461,0.17764027737449728,0.2001196890571031,0.062034091389745846,0.10327665324935906,0.07946011622543432,0.23085618725156062,0.11606970010780747,0.2128796019583146,0.1303358321193121,0.2430485380455973,-0.06971728316645766,0.1610819429417294,0.27598072741014235,-0.005135056668683019,-0.08149425086468902,0.2243646957001399
Thal_MGN_L,0.2288280402446117,0.23378705676663278,0.41757003477289256,0.4149343700160837,0.12471320733282935,0.39976181962108615,-0.01731826759990823,-0.06798954872165015,0.37755311366521477,0.08565686034662781,-0.09768282018073476,0.02706040991399958,1.0,-0.030134508898086033,-0.19871104313481722,0.38268061768017664,0.09178803020559632,0.5020808310957531,0.21561045109408597,0.4821069993499858,0.05039067971411642,0.4624774434584456,0.5429023663052379,0.43426524711733483,-0.25671967953623365,0.49253008826210204,-0.042605607153665154,0.3435108169378812,0.34571614454233657,0.20742559287500056,-0.18473148797954733,-0.07279908265799222,0.1975014477095556,0.262467262993439,0.2482981837206038,0.12458257317668743,-0.02624617518339021,0.2370982189431252,0.1829242092310169,0.12123897028031591,0.41980310808824994,0.2947906251631822,-0.4282691906629196,-0.04402179959034165,0.1173800447920409,-0.08003220367892179,0.30762605591449854,0.3001504937226287,0.03467848828302641,0.2823581572675542,0.17128516484102088,0.2579335448592283,0.0920086045250758,0.10271421795078253,0.3733290073462452
Paracentral_Lobule_R,0.23218610276899518,0.2792900370509015,0.006777958467057227,0.34554711692585227,0.21310708293272945,-0.11110236760151082,0.34307745510557863,0.1844117065712305,0.16090598664382047,0.2185109560151286,-0.0579006216356277,0.1442883477987137,-0.030134508898086033,1.0,0.21993348635889218,-0.0003443181810918492,0.28775166689546894,0.10120397721022988,0.4199127382266804,0.24510789365384086,0.0444566945244028,0.05969234338537414,0.18052035682757736,0.13544251673900803,0.12972210071357052,0.05936078350006472,0.32618515504328593,0.15145394378982016,0.28906406889345254,0.42172535600882205,0.4280794045975669,0.11911775408513166,0.3596571417607284,0.05137470719849054,0.3955071394697562,-0.050148427462405804,0.13618980741002304,0.08808943389875526,-0.16891063371697523,0.4486239852923794,0.09343033043736278,-0.04320764320397688,0.21216542181328096,0.32877967607262654,0.38375196472442286,0.18194724635424783,0.2529455617224915,-0.05489306945110432,0.5941205424893198,0.14340831945422042,0.07799835767926105,0.19672297097699054,0.09452480270396071,0.05201760684252396,0.12261253651995585
Vermis_9,-0.127997325824173,0.033640056915316546,0.09875104743275963,0.06416460722916983,-0.263335422518219,-0.17615284626959202,0.6998824828601808,0.9027480318410733,0.20653241953552787,0.27027677921808263,-0.07554466540918464,0.06604559711092095,-0.19871104313481722,0.21993348635889218,1.0,-0.4251473238332415,0.43742054787784224,-0.2794024781364103,0.3690510567745157,-0.4016043204720592,-0.18963614763384293,-0.6370120472091763,-0.2965248888458239,-0.47424557739723977,0.7861698256689998,-0.6219477177346078,0.3934781915591808,-0.21588261324368352,-0.20609041803105857,0.3176723828419195,0.7343124180852726,0.5745038684178351,0.29610814375740646,-0.618020325629564,-0.24070015267823844,-0.10072105488452168,0.8328508285207601,-0.6476727657474761,-0.7858834289812603,-0.1422698744126837,-0.39292160899520695,-0.47950968935143956,0.7106694851832573,0.08255650772725465,-0.07357715373899933,0.6657672247825525,-0.28358301263574087,-0.3075227539290288,0.17588797002744913,-0.3188675765573989,0.4453613591646386,-0.056810039445408266,-0.19135473028002367,-0.44488847715181856,-0.3503539814558684
Amygdala_R,0.2436584102677603,0.10454203950019517,0.2858478023919495,0.39311017717342467,0.1565946679503315,0.5193423396487741,-0.2217432869096887,-0.4063457924222196,0.21787609802528968,0.3383654727023066,0.2305263351081575,0.052485291286176274,0.38268061768017664,-0.0003443181810918492,-0.4251473238332415,1.0,0.02513680457675879,0.5447947326903951,0.062453287990741,0.4135017090467214,0.3057957878398391,0.6427695085850035,0.6302285555458317,0.3745452303487444,-0.46648678511886704,0.7213501871233063,-0.19902561960341036,0.23025250367738478,0.29120245937813655,0.07467160312936537,-0.21051621521355168,-0.3412895650863537,-0.006320059785453849,0.5581307088910359,0.33531519602790333,0.3736652097602586,-0.2914110463816202,0.3814126660633035,0.5557784771323239,0.15743037410256813,0.4756277191647964,0.3641860760685099,-0.3190335974147858,-0.057853708948902724,0.2584303973781101,-0.18188229389091423,0.4180196789019587,0.41202396487022963,-0.002508815559716005,0.16120759518129402,-0.1877594654000806,0.4216064254956959,0.44602502155470986,0.21515806836892376,0.5740233291746238
Temporal_Sup_L,0.13119282204953062,0.3907414115142291,0.4014165598068301,0.623799561836802,0.016319519729654966,0.28778100667893164,0.5287303645502154,0.4350428076854006,0.37729869783872644,0.28315055657313404,0.1319186458651229,0.21928133241884595,0.09178803020559632,0.28775166689546894,0.43742054787784224,0.02513680457675879,1.0,0.17072621666287127,0.261284759876058,0.25864947951836176,0.15357835931770275,-0.0625458230286581,0.36405579009589106,0.12313669393820655,0.39545520682182345,-0.04657016482499096,0.5274685755574575,0.041773789975565946,0.2120108552267211,0.6338385228445116,0.6256008419135617,0.2691385087824599,0.32897208188021193,0.07520658986102927,0.4311041994214486,0.23187639667757387,0.347887020255071,0.005838217458770322,-0.13240446618009447,0.5580068143573635,0.3804567528054774,0.3029731952016595,0.4631765428872182,0.2596396854170475,0.5663771972968252,0.44494998399090535,0.38861909487154966,0.3616670784427323,0.3980837067735745,0.11329806573396425,0.3686521707143961,0.4451257702834528,0.0819398173910597,-0.10489629294767767,0.4278290390215369
ACC_sup_R,0.22691565966187985,0.36870318836832866,0.3117117896164819,0.624069830846276,0.17004002076391145,0.623437800351252,0.051382328685805445,-0.1763589636764219,0.36673606928469654,0.1370932605258526,-0.021750193399600756,0.2548520058374804,0.5020808310957531,0.10120397721022988,-0.2794024781364103,0.5447947326903951,0.17072621666287127,1.0,0.34523126918582475,0.6267770148377059,0.2360662194693067,0.5740889070878364,0.7275530703520524,0.5174316238624573,-0.3687521093825173,0.6195516008336979,-0.08138930137397006,0.4247543601782974,0.5271957737131479,0.44241073238452316,-0.1834518196223986,-0.11518817152292873,0.3451797905344991,0.4514656493530822,0.5134589358316438,0.24486947929497183,-0.15704938433450139,0.32538754283091786,0.2887646703431893,0.36101482808609475,0.6234847719751261,0.4452132170444266,-0.41048852919287243,-0.08813821031554418,0.2489527688805352,-0.06869402997956243,0.5474940305224743,0.49885815170664377,0.23416352946443766,0.2231063867764561,0.1739210629741629,0.577021721664384,0.19559435189222546,-0.07529500325660927,0.5278086078355206
Thal_MDm_L,0.3680952596603703,0.47778185107024707,0.12752956913589839,0.4233701728155437,0.040774138028150164,0.026689370110551388,0.5631791583294132,0.4399252588630586,0.4787262347123686,0.21769411205774514,0.025799575941522757,0.3855740703317101,0.21561045109408597,0.4199127382266804,0.3690510567745157,0.062453287990741,0.261284759876058,0.34523126918582475,1.0,0.2210641612547315,0.007324070338808725,0.12241953894641473,0.18954326078698885,0.16774835392570978,0.1321522439827104,0.19643816744288614,0.2842609573031535,0.3529847724126293,0.41897487717908743,0.42681978473926896,0.3526871068514597,0.3301873000835302,0.6456096027839627,-0.00779353813060485,0.1723166999668407,-0.15804744867555112,0.411000351199391,-0.13431814966290023,-0.3552919337230465,0.007350193015790681,0.12408889808992873,-0.06135818289607104,0.0742998338312078,0.24286681305428537,0.04874995531634896,0.39687237820287175,0.25629199691839555,0.14148688558499659,0.4011300823470815,0.08383695572546031,0.5128404746802376,0.1505715018563576,0.025871998488080528,-0.11931509760468512,0.030176444586336185
Precentral_L,0.23196545070348557,0.35492498657284155,0.33831481761737925,0.6529838156018509,0.4396677672677031,0.5486725635239308,0.01218230404388954,-0.2536379982152461,0.5094858632482883,-0.1034367206295338,-0.08227890713201516,0.14383972418926588,0.4821069993499858,0.24510789365384086,-0.4016043204720592,0.4135017090467214,0.25864947951836176,0.6267770148377059,0.2210641612547315,1.0,0.33768663106008756,0.6078460588754656,0.73608167935524,0.9121245374672289,-0.4909132645341824,0.5965648325170201,0.06697297393539617,0.6777332859993354,0.7804899281435905,0.4795592310365809,-0.13785639058258953,-0.20759109411233267,0.39226301251566376,0.5459697094514091,0.7705578511143211,0.1590091081039525,-0.28729566199042544,0.5270827810945663,0.35063715875813384,0.555351969852727,0.8412855972292479,0.4546230139233868,-0.5531109460826165,-0.024283099313846,0.36541831495191346,-0.12646406707590224,0.6374491891547813,0.4137275741507839,0.4323837942751599,0.33245245987862987,-0.06629429271005235,0.42661197589172445,0.1667982030376853,-0.04144967977719503,0.5155650900519188
LC_R,0.034429099685837815,0.1763703808380454,0.10396611623171043,0.2918514089782789,0.2747048655988697,0.29612691300297767,-0.034184067100104895,-0.18179802291730549,0.2737518139692605,-0.06546539436208622,0.26564512454031347,0.009864499521170472,0.05039067971411642,0.0444566945244028,-0.18963614763384293,0.3057957878398391,0.15357835931770275,0.2360662194693067,0.007324070338808725,0.33768663106008756,1.0,0.25672571818777823,0.3414813874592627,0.3032346319636876,-0.19064878713244265,0.3267007276096732,0.0988992528529557,0.16162833497771797,0.2525497194111647,0.1161191032444934,0.05540366939412513,-0.21022079916506953,0.019030774684560405,0.4057700587344786,0.3079627751133276,0.16621923140301892,-0.1461539390105729,0.3236814625595191,0.2664422291812812,0.24308777585483335,0.34554282283871474,0.286052140984654,-0.11048778118272377,0.05267076978263931,0.28508383939728493,-0.07290946357813378,0.3501338158202943,0.27204943243582147,0.03939184386507258,0.22656009004915093,-0.13856785129450913,0.1272667618178565,0.13178402162886285,0.03282683045102749,0.37469105907057576
Frontal_Inf_Orb_2_R,0.39254939743065187,0.2779154546826187,0.31370364948332075,0.45669186521115207,0.2980655572764936,0.48615079076793627,-0.3949494214350626,-0.5150292346101499,0.3567728763457744,0.08922275775401446,0.13648307932821563,0.04715681699933521,0.4624774434584456,0.05969234338537414,-0.6370120472091763,0.6427695085850035,-0.0625458230286581,0.5740889070878364,0.12241953894641473,0.6078460588754656,0.25672571818777823,1.0,0.6225860145446404,0.5903007868448273,-0.5972221311805975,0.8605121263644523,-0.19255658690712377,0.37477783348603916,0.4080993802386759,0.03854461020774214,-0.4035652664604705,-0.5427283751505427,0.042753559796406354,0.6592154360107689,0.4572156476922666,0.08406033406983159,-0.3703946991888971,0.6518734548959604,0.5399001575371699,0.25282862864648814,0.5558046087400386,0.5100885723867665,-0.6464048051385295,0.016525423695716884,0.3223385732132066,-0.4512235955325727,0.4465144787419589,0.4037790629462514,-0.020620442663073103,0.44246842723294827,-0.17768462708656024,0.3600994771790991,0.20786163084452042,0.41874298717223846,0.507636881016976
Insula_L,0.2610358863502512,0.35315523849316705,0.6022893932385311,0.751840503230002,0.22761853476252977,0.7878842761429007,-0.018000779063472954,-0.17735540987056336,0.5003806500371746,0.2814997751814467,0.004438010500406497,0.09959876535320024,0.5429023663052379,0.18052035682757736,-0.2965248888458239,0.6302285555458317,0.36405579009589106,0.7275530703520524,0.18954326078698885,0.73608167935524,0.3414813874592627,0.6225860145446404,1.0,0.6607568478871664,-0.32998523271465324,0.6767303107095286,0.05016361930535504,0.46358242988074294,0.5618108597147075,0.46184856602436564,-0.1214080609772123,-0.17294366515031395,0.23451954313412915,0.5911681438920524,0.6005737860410536,0.41979454970328994,-0.16487898306587967,0.4566825607617864,0.4381343461374424,0.4826329780671972,0.695110390444519,0.4934896895183445,-0.41973120682636583,0.033591403950266205,0.522172650542742,-0.06793557291728088,0.689749156980316,0.48729706701517744,0.27287533885370263,0.4226573862358844,-0.011599058202271617,0.63470570218544,0.42125498881771384,0.09507350919127724,0.649857317764042
Postcentral_L,0.13527782735286353,0.280458505078654,0.23824616415283728,0.5417835966116781,0.4805715488331153,0.4932808052160958,-0.01591546723976184,-0.3089541946282906,0.44393206014893855,-0.16265305716559475,-0.14655700716614245,0.13679210442954692,0.43426524711733483,0.13544251673900803,-0.47424557739723977,0.3745452303487444,0.12313669393820655,0.5174316238624573,0.16774835392570978,0.9121245374672289,0.3032346319636876,0.5903007868448273,0.6607568478871664,1.0,-0.5886402253401681,0.5711180409630056,-0.04324280513039408,0.7628801573990832,0.8263768709628025,0.3788259823295938,-0.2544594613333812,-0.16942242796559065,0.39317370491387293,0.5340959585142971,0.6005687223627095,0.10347752906171227,-0.3686325501118706,0.46220337659313476,0.3800241819958204,0.378892582652477,0.7593155592559856,0.3575557565364504,-0.650472644036694,-0.05611656327266971,0.3271715461117348,-0.13778931944628198,0.5406795224740665,0.33175220323113414,0.428059086526722,0.29547551840660213,-0.15872790909981346,0.3752898585822455,0.112558323632974,-0.019907888655786802,0.39976328534802463
Vermis_7,-0.0785459577781077,0.03328535914142874,0.2441057690727548,-0.01783711085384318,-0.3988779340204605,-0.13165796516475242,0.4839147088529218,0.8068892924148793,0.15470203815392242,0.27320663573143555,0.1899544930870908,-0.0841473853157581,-0.25671967953623365,0.12972210071357052,0.7861698256689998,-0.46648678511886704,0.39545520682182345,-0.3687521093825173,0.1321522439827104,-0.4909132645341824,-0.19064878713244265,-0.5972221311805975,-0.32998523271465324,-0.5886402253401681,1.0,-0.595078208416181,0.4764215623083227,-0.5033653174393984,-0.45422075671080514,0.14195438435538643,0.6443888595523645,0.43200791088448964,0.041778452041125964,-0.49182476714722134,-0.23720527521966514,-0.06471222957418583,0.8336346337964093,-0.4615169710033246,-0.570715203801419,-0.0698913267406572,-0.41453948387492967,-0.23093235865845518,0.6987328164402443,0.15998109613444964,-0.009175168414590474,0.5634762806423718,-0.28299801018624887,-0.18728507031295422,-0.10506624099347438,-0.15379249396296132,0.37992248255632743,-0.0875835297022042,-0.1071311634306671,-0.19522005965930458,-0.24076443554016438
