,Precentral_L,Frontal_Sup_2_L,Frontal_Mid_2_L,Frontal_Inf_Oper_L,Frontal_Inf_Tri_L,Frontal_Inf_Orb_2_L,Rolandic_Oper_L,Olfactory_L,Frontal_Sup_Medial_L,Frontal_Med_Orb_L,Rectus_L,OFCmed_L,OFCant_L,OFCpost_L,OFClat_L,Insula_L,Cingulate_Mid_L,Cingulate_Post_L,Hippocampus_L,ParaHippocampal_L,Amygdala_L,Calcarine_L,Cuneus_L,Lingual_L,Occipital_Sup_L,Occipital_Mid_L,Occipital_Inf_L,Fusiform_L,Postcentral_L,Parietal_Inf_L,SupraMarginal_L,Angular_L,Precuneus_L,Caudate_L,Putamen_L,Pallidum_L,Heschl_L,Temporal_Sup_L,Temporal_Pole_Sup_L,Temporal_Mid_L,Temporal_Pole_Mid_L,Temporal_Inf_L,Cerebellum_Crus1_L,Cerebellum_Crus2_L,Cerebellum_3_L,Cerebellum_4_5_L,Cerebellum_6_L,Cerebellum_8_L,Cerebellum_9_L,Thal_LP_L,Thal_VA_L,Thal_VL_L,Thal_VPL_L,Thal_IL_L,Thal_MDm_L,Thal_MDl_L,Thal_LGN_L,Thal_MGN_L,Thal_PuI_L,Thal_PuM_L,Thal_PuA_L,Thal_PuL_L,ACC_sub_L,ACC_pre_L,ACC_sup_L,N_Acc_L,VTA_L,SN_pc_L,SN_pr_L,Red_N_L
Precentral_L,1.0,0.8333486595003253,0.9326063630534585,0.45195045784337196,0.8706555001074859,0.4391553373543397,0.7437943798638438,0.011887807074796267,0.8231838693194526,0.3431840115811785,0.27059638276319997,0.30185066367732566,0.3246456740747611,0.14344569496405962,-0.11890377690691556,0.5029524961647064,0.7070849217412244,0.816067735369583,0.7350043018548734,0.5099846260078493,0.31523431499915716,0.469519282915039,0.4255687887518317,0.45505844020487296,0.5475715734780063,0.4183955469634417,0.04703202176488016,0.42387531456816835,0.9769022339433525,0.875299720015149,0.7404648023406581,0.456465690272374,0.8854795032918238,0.6644733398374023,0.7417184756286356,0.5730360010424698,0.7817787438378465,0.6768096409454935,0.16445381073522575,0.30615121171397397,0.12005072289809507,-0.05086746462171277,-0.07607793203901705,-0.29923041317544835,0.8459968557837595,0.8236033341392022,0.13986809046347132,0.5696937977382694,0.3622570306975504,0.5132997804205767,0.62540581310791,0.5725641159251743,0.8252376329668196,0.7562801303075658,0.5284678979589884,0.5685334730812867,0.6651232339180347,0.5894762153228224,0.5961725307436818,0.7199143409322256,0.4741006346605632,0.4282451488374562,0.27259728122566856,0.454575578614622,0.6449321244254405,-0.09636043259208821,0.0869559171439698,0.4368032933427996,0.4220303784749187,0.38119124977784535
Frontal_Sup_2_L,0.8333486595003253,1.0,0.8273633386292649,0.5466120106369302,0.8376555701018712,0.6763018909621903,0.8067621152729673,0.15547558501786485,0.8646279461840146,0.3509564392792506,0.3100773393407526,0.3433336070690838,0.3155833848494309,0.15015715237752417,-0.011628543134533728,0.5244224715243335,0.7013083897092596,0.7291382065531691,0.66708667516523,0.5427417083993019,0.20154524550234693,0.41551684886337337,0.31476530230193445,0.3992704624137867,0.4484656310533095,0.43811901324775665,0.10839183217427487,0.4554593586274889,0.8436979505665895,0.8228964179242674,0.7390626174157345,0.4759857943967629,0.7856787972531186,0.6035911260250703,0.6019017712146872,0.47568691301844845,0.7285449716029624,0.6629810630186966,0.21640279173716323,0.30037463628041466,0.2694310182353585,0.018467720761910045,-0.08041975671752888,-0.12732894108880394,0.6770546923151517,0.6744433840624846,0.1791704672078235,0.5190387676422601,0.3879440761935616,0.41007106233365764,0.4099514461002385,0.4164725540910682,0.6849640534462057,0.6325820903352721,0.42774457650699355,0.4162649329446984,0.591445161963676,0.45534982328489715,0.4832604106627656,0.6016147136853692,0.5164818331284491,0.4113091364537239,0.27628902462072125,0.3681221787915782,0.6975377333127605,0.03961354347475896,0.1309523474205999,0.34645808360915353,0.3680049019041503,0.2711276039949934
Frontal_Mid_2_L,0.9326063630534585,0.8273633386292649,1.0,0.3349963427452621,0.7676488811656432,0.5134846909733161,0.7107966487423419,0.050614667541921655,0.8668069440846273,0.29078719777910184,0.19644432332371695,0.2490790547980752,0.2635290165405319,0.22002261230141723,-0.0875802443478943,0.4097304998110527,0.7387508827956247,0.8209705034155157,0.7487102918014786,0.5320728264992618,0.2749557013838876,0.3964855561118929,0.3046804824736228,0.35334824801428594,0.4067648939907945,0.2563741931421902,-0.10024980383773473,0.36285588131755975,0.9325844094196404,0.8167640938277285,0.6405579595478132,0.35196433541946087,0.8684119821613118,0.7694965296132474,0.780918768064093,0.5440076772892524,0.6906167988001816,0.5939664640913825,0.22213138905515362,0.16797365520225238,0.18263454092834122,-0.15278296984965012,-0.24189508205771604,-0.34094133137631244,0.8181814076642921,0.7511192019082803,0.043161877516283094,0.5416830776226599,0.3059446139395148,0.4985100167077479,0.6520080520047,0.5422754164513426,0.7926876307698717,0.7603345631922221,0.5179846378366019,0.6326010184530934,0.6495699364194002,0.572215008136671,0.5550869589324924,0.6853289378947967,0.4904208976147474,0.4268268937687878,0.22330543459725236,0.43401965166399653,0.6798808946557894,-0.10600992536095152,0.16116719434441223,0.45939303271209925,0.4338705701908149,0.3939040083942785
Frontal_Inf_Oper_L,0.45195045784337196,0.5466120106369302,0.3349963427452621,1.0,0.7458339114975961,0.4439736737113322,0.5700745957670311,-0.05936683849219991,0.5826623412314696,-0.2535120807601647,-0.09956468599180592,-0.17863902938973047,-0.22938709505506216,-0.514808915892192,0.31409590357281586,0.9273256320997143,0.5634353998838552,0.536563531541625,0.37568898453429456,0.5531967256494669,-0.06431177121864075,0.76318043016569,0.48248869992983867,0.7027308016354387,0.5844869380454302,0.5987351521531746,0.552399034303612,0.7843042756986509,0.517516940616687,0.6401848641000161,0.8302430939595777,0.8022528979148438,0.6055137504600927,-0.07995599803779864,0.19912119845463955,0.22587826821517368,0.5803393453103799,0.7419379126554702,-0.1811670910415964,0.8678039151433827,-0.13041896563038954,0.7242454037930413,0.4355379488437322,0.3350965764558286,0.3429463283829717,0.6768453803964916,0.7653998720059774,0.39540840189567694,0.709334774002128,0.4348725026494495,0.17603716494788524,0.4244541104608508,0.4445944511678685,0.33770909350981837,0.37366039755335556,0.05749436350719034,0.40780053383134973,0.22059441163294255,0.5113160024596202,0.6837267909431248,0.2567635594415092,0.04375728718657676,-0.20680899165588482,-0.027295606039168804,0.6557839831882896,0.07317048939875237,-0.07561971307889918,-0.15583180012818265,-0.03988135500026675,-0.17326266336328505
Frontal_Inf_Tri_L,0.8706555001074859,0.8376555701018712,0.7676488811656432,0.7458339114975961,1.0,0.5649168120711898,0.7856929606066428,0.0037633174854426266,0.7935624260413,0.16957413205224547,0.17361775688734107,0.16838703090501553,0.1417256616037809,-0.09151712221849473,-0.050765260709989685,0.7591955775585364,0.6675509084705519,0.7674138331777774,0.7655951132207298,0.6112199187049157,0.2761538742344023,0.5643633925981173,0.37643439462798944,0.5027051570270307,0.5163680646772753,0.471713683044759,0.2113750963617439,0.6084702008779002,0.8750145073286509,0.8414898840356346,0.8519402070687216,0.5743925839141356,0.8347108645169706,0.453526631205032,0.6602076060437927,0.6188800363991979,0.8405130294035357,0.8417474844439391,-0.0514835767444986,0.5413793668747484,0.05927893107970554,0.23615232210855547,0.06142984587719283,-0.1404501220965593,0.715264346469633,0.8167465243865178,0.33145085420241677,0.5998627153719371,0.4505121695824346,0.5725355900754836,0.5564775066602767,0.6365417562451512,0.8118147293826432,0.7021867904313552,0.6352524986492013,0.501539806348118,0.6043116807636175,0.5109289783069328,0.5726974728973578,0.7774652925764501,0.394923639819774,0.427665847878696,0.13168895418523752,0.3718791653098923,0.786110974003319,-0.028040369993170153,0.16123056323183865,0.37325031598964137,0.421368056213744,0.3481081263709273
Frontal_Inf_Orb_2_L,0.4391553373543397,0.6763018909621903,0.5134846909733161,0.4439736737113322,0.5649168120711898,1.0,0.7045712828133979,0.18492622332785147,0.6391383637361392,0.3216756569248657,0.27510542014713435,0.3472743703338035,0.289446931352044,0.09705871693528788,0.0799857361549207,0.4141259001545019,0.44946755065251925,0.34647202579360903,0.4991821431776675,0.42908286743080387,0.03321575242367041,0.07863148220532659,0.03581008062556211,0.10050685211295597,0.14265411353092294,0.30190404876781984,0.04079178779172875,0.33198411088745616,0.44987607919739536,0.4858358517364799,0.4854851288574021,0.24541850913320035,0.43293562830072324,0.49418676762193636,0.5469146760411081,0.4515401312748314,0.5231803609875831,0.5815928180754192,-0.08813499784897698,0.17650073836032854,0.3171959200700725,-0.017802794218701574,-0.10778636986557781,-0.17237500564511138,0.2950194235559797,0.30296663745879565,-0.011809576957087372,0.15110422275940447,0.16143219979215964,0.21952781579328554,0.20681158454281112,0.21992934689743407,0.38094416856884106,0.40529447578643113,0.2873896218490782,0.21846617811117955,0.31539621046442173,0.32768961659010476,0.16263870064506983,0.2897625304922556,0.3251246318283059,0.3338582425130568,0.28703673182791783,0.3316783420383738,0.5371745118573007,0.03444205023896304,0.09127004153960407,0.26904030125587175,0.25535188040773343,0.23012683274814236
Rolandic_Oper_L,0.7437943798638438,0.8067621152729673,0.7107966487423419,0.5700745957670311,0.7856929606066428,0.7045712828133979,1.0,0.15475217625412416,0.7516109652427434,0.3765020743161388,0.39500257063695204,0.39367230593754554,0.3835148485629459,0.12762839914294508,0.10372020199891471,0.5749170841350306,0.623405762900707,0.6090874199226014,0.6055735839425966,0.48072045993511286,0.10461694335405361,0.4156399240384162,0.3515293554538912,0.39731661909570026,0.5153706681837379,0.57348265658568,0.24068072841711907,0.49949979025853364,0.7553758161126772,0.7824401380064246,0.7901035139134749,0.5177365889038181,0.7073482876949879,0.46626954511382496,0.627215853779049,0.4774976508261762,0.778082607041079,0.7563006180695636,0.08894726551624732,0.4209904385081359,0.30373242340368034,0.127952631011132,0.10073805546111868,-0.1098873715438791,0.5642560101977636,0.6194255911001194,0.2503576168548668,0.4180677428189697,0.4325359392727405,0.4117547161014663,0.37984162303531166,0.4302498425844285,0.5811058282983413,0.5705378831257866,0.3933817300929574,0.33905710553077517,0.49211164176734407,0.43736396641015124,0.4131310349004893,0.5708062640833349,0.4668446229835173,0.3963084594893834,0.3261015552868294,0.42142312843333124,0.5658987334278305,0.07382458938048643,0.026668037074425485,0.2779957927967148,0.2724571530411476,0.23221006122937057
Olfactory_L,0.011887807074796267,0.15547558501786485,0.050614667541921655,-0.05936683849219991,0.0037633174854426266,0.18492622332785147,0.15475217625412416,1.0,0.11206377144472547,0.3632821000757201,0.5772780560255879,0.45148662977528276,0.3806526910278893,0.27470253833939995,-0.02130725339626129,-0.12025672479657279,-0.024377795339341334,-0.08438232934891916,-0.0016549248407152146,-0.007996709343932358,0.24297700322714497,-0.2116249087651882,-0.22684901252129736,-0.16640979094396594,-0.08616112422299631,0.1198457267889805,0.0867511695403621,-0.06032591920842285,-0.013054970451225377,0.01871166787149981,-0.03264798313918559,-0.0995974473712335,-0.04570691591066185,-0.0043816961299649754,0.040754143053006495,0.17832008606262384,0.04597054448659503,0.00366051870247875,0.2577838915102372,-0.09831722539870776,0.15238980866484755,-0.0779231408442201,0.03615188253509035,0.07132793228842678,-0.04913805543406229,-0.13952837819497177,-0.1411621524747148,0.12971251430296468,-0.02524199400108812,-0.27678330989162286,-0.10402472844717404,-0.29987234215388275,0.01183345796243262,0.08117344213107319,-0.23537806184037793,0.053608540277123674,0.17671741823838044,0.19518976010317995,0.019761710933352404,-0.19276499319136697,0.3476983625986135,-0.04674017148641979,0.44566145303353416,0.27747694870343875,0.016807205714907,0.6508379659002289,-0.12677376877241442,0.07706867685799997,0.04701335015298039,0.05182457407589841
Frontal_Sup_Medial_L,0.8231838693194526,0.8646279461840146,0.8668069440846273,0.5826623412314696,0.7935624260413,0.6391383637361392,0.7516109652427434,0.11206377144472547,1.0,0.10561192101833022,0.12066044519646418,0.12424612730812477,0.11255055057533944,0.00797325355397365,0.13260429318283806,0.6154365523766523,0.9042696283907087,0.8530366930160453,0.6482908893639209,0.6366427349307955,0.07873184203976624,0.5584492146253104,0.3108636921240379,0.5142254198847556,0.466796074087271,0.38122852373704097,0.12062352368069666,0.5871836223453608,0.8744724823169155,0.8376632922096919,0.7671650298031587,0.5571230392678628,0.8795505505951083,0.5861857175194125,0.6217243204838765,0.4296114484711146,0.703800786149245,0.6725833107606966,0.23417797758742367,0.402472336341909,0.26702248979909404,0.15605445591780037,-0.00021049229689662326,-0.0928783493764547,0.7027608673486534,0.7734797251104834,0.31947447313465743,0.5096015155717601,0.5493456218095827,0.404346730534847,0.4054594030492399,0.44319187706515156,0.6949610388635571,0.6592953764925534,0.428160251425858,0.37838382010620236,0.6037335901908569,0.44301209900006605,0.5907600623872101,0.6932060629096094,0.617143674256224,0.3113981230697057,0.09393448773019754,0.18909420467770435,0.716866340628319,-0.030601071597329107,0.03485063990615634,0.24195694905961085,0.24771521594782483,0.14875348179343723
Frontal_Med_Orb_L,0.3431840115811785,0.3509564392792506,0.29078719777910184,-0.2535120807601647,0.16957413205224547,0.3216756569248657,0.3765020743161388,0.3632821000757201,0.10561192101833022,1.0,0.8635604785311904,0.9507841912991909,0.9516434975464977,0.6086269704679712,-0.2604113436316172,-0.2373576324384128,-0.09634811048114972,-0.06218297900347213,0.16221793427645081,-0.18992288109302305,0.28814151733473686,-0.37544079996020185,0.04854175249777843,-0.22565083852396375,0.09490990973822266,0.34696644711408153,0.016143618434906484,-0.27762634261315944,0.24600498781648464,0.18417087779647937,0.010975565362311425,-0.2104559964008737,0.00957548753809842,0.4383771996090188,0.4048989015122215,0.31017696010246415,0.2807501469313262,0.12522881088847412,0.18959186835621555,-0.3153580610195525,0.32627048182218554,-0.5396530898904542,-0.10006168553809608,-0.34739664066768544,0.14147323272294315,-0.05373481536189199,-0.4878511323692219,0.029983193215010143,-0.29857312238218564,-0.06458375998957783,0.14390731213502103,-0.02390058327110476,0.1395331440210612,0.1585163001563951,0.00968687018006406,0.20639179276199038,0.055309296887593805,0.18486692167462324,-0.18056723271101072,-0.17406000336287536,0.11761694125528349,0.30717326055485333,0.8948987225843793,0.6967620278673429,-0.14011657843912953,0.22758432480044935,-0.049355201279197916,0.3708630275334525,0.3153452303601745,0.39354650401183267
