,Precentral_L,Frontal_Sup_2_L,Frontal_Mid_2_L,Frontal_Inf_Oper_L,Frontal_Inf_Tri_L,Frontal_Inf_Orb_2_L,Rolandic_Oper_L,Olfactory_L,Frontal_Sup_Medial_L,Frontal_Med_Orb_L,Rectus_L,OFCmed_L,OFCant_L,OFCpost_L,OFClat_L,Insula_L,Cingulate_Mid_L,Cingulate_Post_L,Hippocampus_L,ParaHippocampal_L,Amygdala_L,Calcarine_L,Cuneus_L,Lingual_L,Occipital_Sup_L,Occipital_Mid_L,Occipital_Inf_L,Fusiform_L,Postcentral_L,Parietal_Inf_L,SupraMarginal_L,Angular_L,Precuneus_L,Caudate_L,Putamen_L,Pallidum_L,Heschl_L,Temporal_Sup_L,Temporal_Pole_Sup_L,Temporal_Mid_L,Temporal_Pole_Mid_L,Temporal_Inf_L,Cerebellum_Crus1_L,Cerebellum_Crus2_L,Cerebellum_3_L,Cerebellum_4_5_L,Cerebellum_6_L,Cerebellum_8_L,Cerebellum_9_L,Thal_LP_L,Thal_VA_L,Thal_VL_L,Thal_VPL_L,Thal_IL_L,Thal_MDm_L,Thal_MDl_L,Thal_LGN_L,Thal_MGN_L,Thal_PuI_L,Thal_PuM_L,Thal_PuA_L,Thal_PuL_L,ACC_sub_L,ACC_pre_L,ACC_sup_L,N_Acc_L,VTA_L,SN_pc_L,SN_pr_L,Red_N_L
Precentral_L,1.0,0.7499608616110115,0.6322938038583283,0.5042012271949544,0.4492530772602796,0.21954195609110488,0.4643517709467784,0.1428479034615319,0.3938196072674091,-0.2836358794731398,-0.2347481056759186,0.2608337448892161,0.23441447239248084,0.31999277298613504,0.4115805979580278,-0.0395276458288043,0.5608654410027178,0.43734588088782345,0.23170724876686138,0.4013945587315384,0.3665398441951764,0.1442988549424581,0.4763390308049782,-0.03129998729387088,0.6040869955035824,0.07462035023065709,-0.4299549827887856,-0.10898077788967259,0.9388450569338328,0.9063877191793784,0.8244229225418778,0.7870773073478646,0.7347429311231194,0.3295172485172723,0.6661418216742349,0.480678501388457,0.13956541273291495,0.06923854891061654,-0.3564961626767736,-0.15693975545082334,-0.3468053239716656,-0.3780425193005082,-0.5009877069491968,-0.4281633661695337,0.5656917479382704,0.40714440447220007,-0.2965092150056388,-0.2647096305629117,-0.33933584458971827,0.4010610483986547,0.2963941496467726,0.21019801289708126,0.43464275448961814,0.2767287285902649,0.47639544110847903,0.13774152327470385,-0.07108811188361726,-0.09234260812179337,0.23223421299613495,0.12750330287283965,0.13418710276252188,0.39462974743730417,0.04505502302006424,0.09000714992945838,0.35619756745794495,0.18828152954597208,-0.2841969645167226,-0.24474981894274883,0.30763555154781647,0.11340643202581357
Frontal_Sup_2_L,0.7499608616110115,1.0,0.9254991134614963,0.6174613633695851,0.7305761418545704,0.48183688118775997,0.4898667482120664,0.22929290168580288,0.6403301339745066,-0.18491519293727768,-0.007513225033103199,0.11882783478063168,0.5280297249851368,0.4164126622026905,0.48887137705105804,0.10810838493301857,0.35567554953081143,0.5379427313457744,0.4242691419253044,0.44255115645837273,0.23352013646887626,0.1289021999584696,0.2781847014967118,0.05493260273977096,0.3998368279084441,0.03340097251579844,-0.27854538588666206,0.08669455782606841,0.7482197045718229,0.6949081556124894,0.6402701011014841,0.5814179784493924,0.5763745449261787,0.5266148752623185,0.44332201481742656,0.1767523274028054,0.27825341424927136,0.20394349341521747,0.10302041718681514,-0.04562760538384232,-0.15724950129348722,-0.1975291547572024,-0.28325100324536295,-0.2902366256698004,0.5699357933509215,0.46028800122325253,-0.08290884566627957,-0.02017895936132997,-0.12276041228559344,0.41106260808611705,0.47918195219321363,0.44998019616199675,0.573877529894822,0.2019082329692042,0.38549330626977407,0.19354862416418597,0.16811836536313948,0.04205385131737225,0.31513696424017573,0.3105521788722892,0.25211191224531876,0.5283036914522395,0.23751957179928376,0.3323141743108231,0.5269600145559206,0.30119915278564785,-0.20819800834120158,-0.15192320522216382,0.41993938185714363,0.321066187031605
Frontal_Mid_2_L,0.6322938038583283,0.9254991134614963,1.0,0.5697345063961627,0.7437433840591477,0.6487661047932238,0.48506885239426684,0.3317514312417311,0.6990021821965113,-0.20160461499165758,-0.12084237374118104,0.08146853778009733,0.6149450537768512,0.5361461613457335,0.6333198057297096,0.29869695410709246,0.3453683648243072,0.5416801143959437,0.5065504744521008,0.5646365728628586,0.3424466994657517,0.06184668090791602,0.24402193781193643,-0.06871130570133092,0.4103797309939672,-0.052321912820433664,-0.3427860445582826,0.14522730692959746,0.6566203000389577,0.6437866340192878,0.546746761710264,0.5400802456700041,0.6330086497849423,0.5577289034606749,0.34438755753587136,0.11665758750723994,0.40377582282436425,0.3376750595743963,0.18320720443920027,0.08835901517449045,-0.20485579563951328,-0.009193891638698066,-0.29964920024672675,-0.38833337891060576,0.6134750144428879,0.42551502443275646,-0.15491318116110278,-0.09112310280419936,-0.21985286053676303,0.4190169942219389,0.5438295636837074,0.5257636425731098,0.6038506291433385,0.20429877059879176,0.34959679495009827,0.21775709958931683,0.2620552879819963,-0.010082786443790666,0.3371711689841221,0.3416626000927461,0.19290634537506535,0.5787684135921739,0.2756125425379637,0.4365361291058539,0.5834320822899197,0.3994718419892401,-0.255864071556363,-0.12522999654354425,0.5069256780816824,0.39376458924637125
Frontal_Inf_Oper_L,0.5042012271949544,0.6174613633695851,0.5697345063961627,1.0,0.8791582835489131,0.453056806784149,0.8817940593115772,0.22849400854576266,0.6411244606136235,-0.08692384637702434,-0.0409485191559226,0.278245472282508,0.16371402868588006,0.1754643498452093,0.21324007899455316,0.44363448675458006,0.6240457418796223,0.5592555302485824,0.7463531133842225,0.5464361981301276,0.22537415300824817,0.4558307700240948,0.10921463178689902,0.36173590045245785,0.29932969998478126,0.14167459063229235,0.029592609408481664,0.579343184600387,0.44072619517482403,0.31923201043314015,0.6307142495311445,0.20813619829952498,0.22118169897606407,0.7824094854462963,0.3239416753021027,0.06138526260535998,0.6227844128977335,0.5942600411188571,0.1907775250841307,0.38407637155861696,0.04207260489221951,0.26677016618004457,0.1565869764204387,0.009662865813158832,0.5296919040050293,0.6441219390959982,0.3549790821300331,0.2074296048426484,0.1333050182378099,0.5668498189187086,0.41011448700490993,0.6655835630766935,0.695068028605934,0.4759854232198809,0.4859773060673509,0.5887816347305572,0.519565879960745,0.2351069607802163,0.5002636812008732,0.6693456649848843,0.38388764869718156,0.7312532976957731,0.3016492577899002,0.126385110385252,0.775089963272519,0.28247012167831664,0.016551982939953205,0.13529110671338615,0.2922605692150899,0.4866875259199364
Frontal_Inf_Tri_L,0.4492530772602796,0.7305761418545704,0.7437433840591477,0.8791582835489131,1.0,0.6336145336056506,0.7441553627479112,0.33592153256178814,0.7344203906583948,-0.06019104189396952,0.04186026788697779,0.06447113658093447,0.4083336634894214,0.2512550121474863,0.38582321684338766,0.4094875554752164,0.3832485288298536,0.5517112553851464,0.7110438615040321,0.5728744356052794,0.24043613127161753,0.34195985047880484,0.07515343098276947,0.2380160422767622,0.24087794328291992,0.07242546308092232,-0.024556710568325556,0.5458662368302252,0.4292353659123466,0.32055448355428556,0.56575740992875,0.23883335336932118,0.26121119511301083,0.7902446004983367,0.18427546957288274,-0.0921044948762193,0.5953625216246937,0.5890215587018348,0.3412196811418821,0.39027007961099563,0.0347414164283828,0.30182907489785676,0.11439893579409005,-0.03656113261808229,0.5629774845573512,0.5932721911506642,0.29564186634119566,0.21951840254622204,0.12167868183181188,0.44920427145904784,0.5127269495728832,0.7212800649248291,0.6574139343415049,0.3405490583082723,0.32877660015516036,0.5121962881283272,0.5392618124793428,0.17686875409183728,0.48906776228056836,0.5774917401761785,0.3376244984002604,0.6873856923533082,0.3692494877799103,0.353504117596442,0.7265035993448292,0.36055242106110924,-0.057654816137802496,0.12756436493874124,0.36005705398461085,0.5394936872018354
Frontal_Inf_Orb_2_L,0.21954195609110488,0.48183688118775997,0.6487661047932238,0.453056806784149,0.6336145336056506,1.0,0.4547669375538672,0.6868232077910789,0.8421511103879917,-0.1766448570218926,-0.20934905425878986,0.15109543608326811,0.629984129205236,0.7420653002303178,0.7338968391415899,0.7404188502773538,0.14726808674019115,0.3988805382155902,0.5063186533632775,0.6783387243421463,0.5473968030401662,-0.06392792119190688,0.08601998110958951,-0.179873673409084,0.2404774939243583,-0.15502329772855186,-0.2814667270064379,0.2691436400850845,0.352389945649648,0.31773417781250335,0.318350062734125,0.30642771762262067,0.47297612579664466,0.67753006077837,-0.09954800626543324,-0.16343423847984534,0.6869195058837373,0.6509003864035051,0.3912096974602775,0.44237035899803423,-0.2691338054440025,0.3657110082699313,-0.28897731254173004,-0.43254148244119517,0.48591108197667077,0.3955518398125035,-0.23992531348340537,-0.2896296657529284,-0.37218565070993403,0.32148887431909895,0.5971521032116747,0.7474320141473118,0.5449703554823315,0.1591586081021672,0.06919502334068627,0.3505823859910524,0.290706867006097,0.039641495059312526,0.4257387376147654,0.2585650974497089,0.1273552768698378,0.5162624131150193,0.46435278797192386,0.7891242099624545,0.6795533378870211,0.6813872367722902,-0.2800988852188425,0.2715885553788786,0.5968444446818809,0.44581669721787764
Rolandic_Oper_L,0.4643517709467784,0.4898667482120664,0.48506885239426684,0.8817940593115772,0.7441553627479112,0.4547669375538672,1.0,0.2726375859968823,0.6085881775825328,-0.10052409074732277,-0.15231320059327808,0.3573514545472735,0.12040695558955267,0.2518739068566736,0.20006603493627445,0.5997618486680008,0.7035158507877741,0.6723427163209701,0.7892430570774617,0.6199897549081174,0.29530888653905984,0.5158026311191957,0.20188920454956952,0.3591698767298686,0.4009178501706376,0.1576429351071889,-0.0022276118117079244,0.643316996203523,0.4407747769921078,0.3152948701807616,0.607824141771951,0.22228440719957793,0.3278485344538655,0.7669023727234062,0.3314781959655725,0.16945145680428977,0.7867173760599009,0.7387821135042214,0.13915908914239622,0.5432570919554142,-0.03610660837522599,0.3998177173289928,0.1223977551681406,-0.05982138233003543,0.5328704776404789,0.7160754828146142,0.31063522577203634,0.1024426702780496,0.04320375014520555,0.6558159959593045,0.37816533575132766,0.7037637112677714,0.7417778366515644,0.5561415596106264,0.5267441282556796,0.7056151298520994,0.4891538299936353,0.2415571150826403,0.5656778723303588,0.7169809428251385,0.4076903940938103,0.7597863721544653,0.24691776273299137,0.13229670282289352,0.8096656276717223,0.3441428759602145,0.017629666141470785,0.2779214402375123,0.3373061223309915,0.5274976444470214
Olfactory_L,0.1428479034615319,0.22929290168580288,0.3317514312417311,0.22849400854576266,0.33592153256178814,0.6868232077910789,0.2726375859968823,1.0,0.5793030519091232,-0.027092414938537892,-0.22515587754386918,0.4466452386586926,0.5813250912541681,0.68136154538741,0.6897337437316856,0.45469730926758006,0.034100247817068934,0.3604525109433174,0.41849099272937096,0.715054114938901,0.7029180209730567,-0.3451202381785667,-0.10444431085684408,-0.4148766997877272,0.01651433186284076,-0.4428130232544375,-0.5190396624335102,0.04103520883118564,0.2349996653000908,0.25535076988357813,0.20627962698289187,0.20094272667601162,0.3441197025797047,0.5268666279919144,0.0502828716246447,-0.07230370312195951,0.4792721314505567,0.3674731503067015,0.05392358452051111,0.12394809502718623,-0.47143849276202565,0.20225170902422435,-0.4340025041925833,-0.4883860305936614,0.5697930809952367,0.1650236365003678,-0.3759463594568984,-0.48929817594272546,-0.5354259803939598,0.09050816858230717,0.6962629973649521,0.6578019981191103,0.46720052941919693,-0.14882806101736698,0.026993768436411207,0.3438390626499022,0.234499919469606,-0.01774409552622849,0.33155646361303515,0.13830253763518677,0.06786953188966396,0.28984230309325026,0.6682555339913331,0.6606898031652068,0.4713400246435041,0.7415377581838052,-0.3339176060721135,0.08074389189719733,0.6812074875580275,0.4622087843416044
Frontal_Sup_Medial_L,0.3938196072674091,0.6403301339745066,0.6990021821965113,0.6411244606136235,0.7344203906583948,0.8421511103879917,0.6085881775825328,0.5793030519091232,1.0,-0.03930061922637769,-0.011476711860094099,0.14161452175926104,0.6546544134250704,0.6249842969565543,0.5255685639130957,0.6316286668308949,0.3117348273804774,0.4848853240834408,0.5498439848036025,0.6472080131691351,0.37795139130081234,0.15178779267371736,0.2898575462207615,0.056778529334963475,0.37757047299627783,0.07363729457932906,-0.1462309624574454,0.3291012613565582,0.48418613470689037,0.4537407117114986,0.5311921568802349,0.4415511795252979,0.485652661235589,0.7524738568765845,-0.014238110829039712,-0.16240602868959603,0.6259309735100772,0.5805379695138408,0.42599902200318224,0.3654382258801853,-0.16223016949227403,0.17253513416337216,-0.21641311876181074,-0.2970045058950096,0.4783080869303109,0.5870545557974063,-0.09268234204541059,-0.12319936060631785,-0.18731821023083525,0.45971805826969764,0.5351858781405583,0.6899807064205473,0.5993390842943538,0.280526831013292,0.28043133807997,0.4014130323205257,0.2618983448301899,0.11600990116436848,0.4273823721687124,0.41100778537767185,0.25060923043017863,0.6002108755296197,0.45726629452692547,0.7451277066568025,0.7928858551410441,0.6127508442439286,-0.11056129177245176,0.24514692985692962,0.49691931708636655,0.5054318943277574
Frontal_Med_Orb_L,-0.2836358794731398,-0.18491519293727768,-0.20160461499165758,-0.08692384637702434,-0.06019104189396952,-0.1766448570218926,-0.10052409074732277,-0.027092414938537892,-0.03930061922637769,1.0,0.3704300567455469,-0.13750497300214826,0.03797528303751152,-0.2785584614131994,-0.30434632633483877,-0.16947639509173043,-0.04534667639701649,-0.04572092195866806,-0.07939083214867174,-0.14948076679517847,-0.23980996474705682,0.1443615415897695,-0.030494853995132624,0.23397879513687844,-0.25097772097997767,0.23161151495511073,0.42228864984925796,0.22599521837396314,-0.2882141704427224,-0.32007218273819604,-0.21296518333634323,-0.2657008507548939,-0.3941608913517276,-0.1573135909694155,-0.219979564869243,-0.45541207688410323,-0.08330474608877367,-0.17117581006272561,0.2203036339073489,-0.0024297011000941325,0.24543565450887023,0.08214616818941677,0.4030644824535747,0.5006350598192152,-0.2551813116942621,0.09761758282430456,0.351431367557556,0.37850532316804336,0.42602036380283026,-0.09914671907230634,-0.0681251801533346,-0.12400732225922947,-0.1387195593548862,-0.17609237220071106,-0.09320275888283644,-0.16111037249781818,-0.006648000536449636,-0.050530335545930734,-0.0875432771476546,0.12366230371414721,0.1704903423809184,-0.07109925241602269,0.11740343439418195,-0.09737643394662948,-0.0394489286236924,0.1268928040254879,0.30122783081898147,0.21331680935238337,-0.3060077040962329,0.2250898423318688
