,Precentral_L,Frontal_Sup_2_L,Frontal_Mid_2_L,Frontal_Inf_Oper_L,Frontal_Inf_Tri_L,Frontal_Inf_Orb_2_L,Rolandic_Oper_L,Olfactory_L,Frontal_Sup_Medial_L,Frontal_Med_Orb_L,Rectus_L,OFCmed_L,OFCant_L,OFCpost_L,OFClat_L,Insula_L,Cingulate_Mid_L,Cingulate_Post_L,Hippocampus_L,ParaHippocampal_L,Amygdala_L,Calcarine_L,Cuneus_L,Lingual_L,Occipital_Sup_L,Occipital_Mid_L,Occipital_Inf_L,Fusiform_L,Postcentral_L,Parietal_Inf_L,SupraMarginal_L,Angular_L,Precuneus_L,Caudate_L,Putamen_L,Pallidum_L,Heschl_L,Temporal_Sup_L,Temporal_Pole_Sup_L,Temporal_Mid_L,Temporal_Pole_Mid_L,Temporal_Inf_L,Cerebellum_Crus1_L,Cerebellum_Crus2_L,Cerebellum_3_L,Cerebellum_4_5_L,Cerebellum_6_L,Cerebellum_8_L,Cerebellum_9_L,Thal_LP_L,Thal_VA_L,Thal_VL_L,Thal_VPL_L,Thal_IL_L,Thal_MDm_L,Thal_MDl_L,Thal_LGN_L,Thal_MGN_L,Thal_PuI_L,Thal_PuM_L,Thal_PuA_L,Thal_PuL_L,ACC_sub_L,ACC_pre_L,ACC_sup_L,N_Acc_L,VTA_L,SN_pc_L,SN_pr_L,Red_N_L
Precentral_L,1.0,0.664851516045688,0.7405274343227051,0.5617963326375419,0.7011879827739881,0.14873718763399937,0.5971811681110366,0.22553130314679856,0.7166864003549922,-0.03347365128258489,0.2745979506726513,-0.0195811549109993,0.014108098444233524,-0.0070635802503102975,0.097803822331678,0.609889228266896,0.8393010145595406,0.7919484575393925,0.6314462632679896,0.5787863033425011,-0.022980045092246226,0.7190867763294981,0.579315499521518,0.6378768391586083,0.48035783126518095,0.3445400955589163,-0.08377524024677056,0.523842241673723,0.9181272433028654,0.5977466166370546,0.7564537135796678,0.3784036890492771,0.8240746200942807,0.5132883505420113,0.48788781205987714,0.2452064294303756,0.6967760458123728,0.567068423170446,0.1890579941855256,0.35670858888306817,0.10283290342337494,0.14741464148703065,0.37631325357043627,0.08222131018872125,0.5942218867525902,0.6716919709967352,0.14377841508039507,0.4450544434741013,0.08709841153587512,0.1118806273139071,0.5841058024450508,0.6397732158277881,0.8002854498663328,0.5900452128744051,0.7153283818838917,0.5725882209945935,0.6379278082874141,0.4261743952931196,0.777948310911709,0.7808304496104602,0.5252607430942784,0.7061601065060756,0.17194315746811265,0.13574054966772947,0.4871713054190912,0.26413672488106343,0.313415272524624,0.5962944131711788,0.2611073754269372,0.5280487530030054
Frontal_Sup_2_L,0.664851516045688,1.0,0.8264826563372055,0.23890347322638864,0.5208989029997363,0.2894116829475926,0.46057017441707077,0.3029502720158437,0.7499529189973262,-0.2218281318962018,0.05433591743238773,0.2501754858043166,0.060191366379336045,0.3666922942843458,0.16239278392997605,0.4408171567609503,0.7230996828543113,0.48616273502057267,0.6169314196601045,0.4615196997602071,-0.14245328287059986,0.2258978185982874,0.22145276035478034,0.05570704740188316,0.1663141658730681,-0.19559692906624418,-0.13413711946169693,0.20413448845591792,0.49547926441650725,0.28347952759078365,0.29971954794466693,-0.019508668191820358,0.41754696751158354,0.5820250841901703,0.6159773705207552,0.4206406746496586,0.43970439666998334,0.209688844099441,0.24664345920130895,-0.07691969283892958,0.043653978248342225,0.055994707874010057,0.07253763778850227,0.11354071014575927,0.4568171553858287,0.19948389652713303,0.40990843426712326,0.5200477050964539,0.350123246094783,-0.038621843624306415,0.3765825762278747,0.5701185627750045,0.6047593301575731,0.646023433882219,0.608016945273184,0.38537909243373464,0.4069367871215771,0.5032495433967453,0.6315813124172094,0.43150710134673537,0.2770770589558834,0.5559574898636385,-0.03245914380203654,0.16324507082410397,0.6634970901038162,0.27152132321736794,0.4564010479506667,0.382361993855835,0.4829766986060528,0.28001750932064773
Frontal_Mid_2_L,0.7405274343227051,0.8264826563372055,1.0,0.3478152783311222,0.6056280639308887,0.3438899285263636,0.4276488379445702,0.23898147793788693,0.6509004028895856,-0.19295700489239845,0.27018591300954037,0.08058308986505297,0.1138741361351041,0.26620938319325865,0.23920871275674285,0.46675024968753837,0.689464097538409,0.5932481622813274,0.5226262407716298,0.33277485530455203,0.049273159442083415,0.38996064631428345,0.2818261532103527,0.27055282663088004,0.24191564044839606,0.026397749452431805,-0.06985219401975848,0.2231179662126117,0.650694155350575,0.44373482219171895,0.5374357046880536,0.18526069999689104,0.5115077276827633,0.54181436059025,0.6024664792106574,0.41162670853383954,0.561704469098173,0.33521267145044176,0.23125626741839636,0.14920846897481302,0.025344253483632305,0.13452985968553058,0.1940113530679466,0.13028681781062978,0.492245303206615,0.2832499218061142,0.3482276270952194,0.4193323692727559,0.15634527075400853,-0.06831306658258712,0.5196133951526727,0.6591392913957497,0.7062210696189677,0.6264292677243539,0.617742907266711,0.34700348338097925,0.4956711146377547,0.3988200096906403,0.6742131908969596,0.5221868109166281,0.20733204776911976,0.6483564581126622,0.02311966957866961,-0.013458248045438603,0.6752858244851131,0.3553431351537326,0.47837561886605123,0.5655348532731229,0.4994718390316717,0.3249569717653541
Frontal_Inf_Oper_L,0.5617963326375419,0.23890347322638864,0.3478152783311222,1.0,0.7864270759924235,-0.008218483279996974,0.6615306821232211,0.0865522074684848,0.4858077423119932,-0.267730072932149,-0.002649874049746531,-0.029632714579910516,-0.19277357196426528,-0.16613502123346596,-0.17383470520705097,0.7840103720598183,0.4431254735490918,0.39653770380401965,0.36745223425342705,0.47765806646376396,-0.001242074860232116,0.6227438030962422,0.4777817245355375,0.6206267747943488,0.4096165408836392,0.5389265403027789,-0.05325230199333739,0.5819310399425819,0.6196208553343889,0.3771753858820343,0.5540730461827624,0.3284539777648887,0.4080552103853274,0.4438641308016595,0.6375065142691438,0.2418054570500721,0.6089127586600274,0.6615838469708901,0.22731527571569093,0.5597408021248002,0.20542100381870937,0.3045842009228351,0.556173062950067,-0.1392872829536573,0.11069091783418818,0.7297204784658912,-0.0010467444128336998,0.3948421195702181,-0.261719317222297,0.10019330143455132,0.3404865383726286,0.444077778367483,0.4700629847116715,0.49420216869557704,0.4633370487981451,0.49490427753917765,0.4750726115164987,-0.01576712543857481,0.45668296304468786,0.4740441906465652,0.3133339641516161,0.29021025618962876,-0.05274856182616013,-0.0026025303605381176,0.2646371414049172,0.03217372451215503,0.14749111312867272,0.5710825685125317,0.2176008246590955,0.4048319547994872
Frontal_Inf_Tri_L,0.7011879827739881,0.5208989029997363,0.6056280639308887,0.7864270759924235,1.0,0.005655430844228106,0.6116072329767818,0.34313056650652224,0.7405876140802995,-0.27753810553194597,0.18577118690488437,0.1627028095612261,-0.21987108825902668,0.07377884586872972,-0.033753052086632936,0.8471978301495978,0.6417590665938664,0.5226058193603897,0.6072869811841511,0.6442340196480928,-0.11397390630893657,0.5305193382929367,0.5329346838756777,0.4493236247462875,0.49627010567097124,0.2812656848757281,-0.08846550422319868,0.5499940233374772,0.6547495239509512,0.5632497889729651,0.608793351693101,0.2877993183517612,0.4983549988531022,0.569429850395834,0.7186724250668333,0.4143061418358841,0.63329415039404,0.6210340220691153,0.23752521973446677,0.4127816531263626,0.13572924758344668,0.267437188923806,0.4041406656766382,-0.06902468234110289,0.1813410673109369,0.5956182208132343,0.1603722903173795,0.5051497613687453,-0.12711125529100883,0.023333934279766638,0.41657132107805356,0.5409266907127475,0.5204478018161245,0.5918102244913663,0.5033199796162356,0.5234984055560848,0.43679958508255723,0.22509673614770517,0.5892460063290565,0.5351792793960075,0.2990139300457736,0.4077989130996171,-0.032133642813365504,0.16605948978195068,0.47540151112762213,0.18169152700251756,0.26721786807096637,0.5138546342036618,0.3970060660643549,0.447445850987356
Frontal_Inf_Orb_2_L,0.14873718763399937,0.2894116829475926,0.3438899285263636,-0.008218483279996974,0.005655430844228106,1.0,-0.06140874168414611,0.20141309153652895,0.20638811076698124,-0.22531155569388828,0.13597520171029057,-0.3772508346628718,0.622059572848231,-0.04529455865191512,0.630555448606249,-0.19799834448490142,0.17879347384054775,0.10619881851356143,-0.22039485322425825,-0.25893011265402727,-0.08307646160107057,0.027648662844012822,0.013689964510851528,-0.029340819041347308,-0.014977901290804658,-0.1554360980347003,-0.038461403116525246,-0.15879389541518987,0.09023517758312448,-0.05112338797949334,0.10642893676052477,0.0190206387841769,0.051941179617840366,-0.12179048088566659,-0.07383910283669362,-0.24575199818105103,0.04570055111350768,0.01239218917109303,0.4621360380610388,-0.13592233116910574,0.06600935840575527,-0.2087194003640999,-0.06929527140574508,0.4751671277836804,0.2761393406340749,-0.1904403318837197,0.001198020383741327,-0.1502978907118006,0.12085792408036922,0.027495020745229564,0.12438265539420869,0.058290172544786335,0.21366347504983182,0.305970335224552,0.10525365472727287,0.06185830105941961,0.08696016212167262,0.0637504353435965,0.1653220363972149,0.1753953239814274,0.08905160485287278,0.1228130695763935,0.07960604287861697,-0.020417356444214916,0.10057033999483041,-0.10887512798878574,-0.006635465614227324,0.23348258037453853,-0.024647336580055332,0.1303623600285535
Rolandic_Oper_L,0.5971811681110366,0.46057017441707077,0.4276488379445702,0.6615306821232211,0.6116072329767818,-0.06140874168414611,1.0,0.13129053604208965,0.5567104453994733,-0.19867810500796876,0.059829506478775406,0.06421224414321244,-0.02784886373448566,-0.08319695169508366,-0.024925876888778873,0.7550594380781398,0.5200715589778098,0.443754293498366,0.5613779814115345,0.6204290180446542,-0.1282473473992074,0.40227826457010163,0.22783002649352307,0.4730304115488787,0.12156452267341772,0.4271339891412486,-0.01214653724696937,0.5408526286286172,0.5986534043305326,0.236555131297291,0.4356704994007628,0.08883377787015435,0.4627675375434588,0.521517716715404,0.6873096031444563,0.4868738627623322,0.7009785619748937,0.6849742116990063,0.16803436751294332,0.2995021018444931,0.10709042606585266,0.2334789911666025,0.4006371082601809,-0.053700062640138026,0.1594940176242825,0.5665693754177621,-0.04696552564553156,0.38639860652974095,-0.09143124306925704,-0.03346604977273976,0.1961042669263007,0.3893094022042843,0.5236271433611716,0.5932727895097201,0.45712951120456397,0.5573395639100396,0.5157693612082282,0.23527028109465276,0.6068587186281806,0.48568016689736737,0.40591185913682193,0.4014477986445914,0.0510726079188794,0.20327662949223282,0.3255195659559276,0.14045224709511323,0.026142786586590982,0.43601869537777355,0.2879154789284096,0.3288589645545331
Olfactory_L,0.22553130314679856,0.3029502720158437,0.23898147793788693,0.0865522074684848,0.34313056650652224,0.20141309153652895,0.13129053604208965,1.0,0.3609377206482789,-0.24265292656641274,0.14944422440778315,0.33602631330559135,-0.07224920562040721,0.23708954959131273,0.10198832811815953,0.2723288121579742,0.1539447576096153,-0.038178705985030516,0.2892577622798746,0.3097947584482488,-0.20576410824502978,0.05578259362916425,0.09351714808750197,-0.040896818020937024,0.1357280076306853,-0.07982345570484412,-0.18752351998126104,0.17991591422921566,0.08017851922142663,-0.05062435003622144,0.049931384123469785,-0.018378903617509292,0.052507272297627895,0.015944260488681018,0.23862132053165283,0.04353027779983149,0.14714561473700058,0.32134913070361737,0.21941684980872445,0.02679165090490654,-0.002221967067130847,-0.010683490403137872,0.10383207228514199,-0.1835362423880389,-0.07093145076815008,0.07211310666507599,0.10700426056702474,0.3462903404285814,-0.00946435049086623,-0.00917965652368033,0.11916714684981802,0.07621826985061192,0.07820878796265388,0.1914951113714095,0.032812575150651994,0.26090417263802446,-0.019320073353146124,0.04614795016371324,0.13688294573621226,0.09836251497584841,0.08714672319973228,-0.05269040549175678,0.0056885487545049575,0.23085814227742268,0.1300531922220012,0.08939154399761581,0.0064145297739309085,0.08878528627024616,0.2310463985788678,0.31989311341861165
Frontal_Sup_Medial_L,0.7166864003549922,0.7499529189973262,0.6509004028895856,0.4858077423119932,0.7405876140802995,0.20638811076698124,0.5567104453994733,0.3609377206482789,1.0,-0.22183565300978103,0.14108841261056712,0.16589715142618408,0.026626472795817615,0.18774748245771716,0.10103192817338655,0.653180106567668,0.7806384620018183,0.4817851007746768,0.6043615638626441,0.5892680088336808,-0.17634924221131018,0.3166770478134634,0.40008430633534736,0.23442553046863313,0.2891944159610968,-0.008435340200402392,-0.12991853704305417,0.3628067662364731,0.587113556487233,0.34915614356711694,0.42291357541831737,0.09184587013393623,0.4671044566261968,0.5580835683605818,0.6423997593659038,0.33857019392492194,0.5312397256157452,0.36863048252115244,0.27045369991584617,0.08805146679656718,0.1780567322573546,0.058160784299749475,0.1385870934904481,0.1309700137089175,0.3959056119393464,0.37011186090486714,0.1555894605330305,0.4676867174711463,0.19464918792238256,0.03893597996881402,0.4586433314181337,0.4975181193879561,0.6021460285973066,0.6121207735410563,0.5337689906920879,0.5848725276682302,0.505265715378797,0.41855907078996335,0.657693758068277,0.48777400036149193,0.4144022338741251,0.4376536996818249,-0.00200279486637456,0.3058516154384763,0.5279562238970299,0.10648704648444997,0.25202569317388757,0.46269925097530173,0.3641290116619907,0.4128605396572319
Frontal_Med_Orb_L,-0.03347365128258489,-0.2218281318962018,-0.19295700489239845,-0.267730072932149,-0.27753810553194597,-0.22531155569388828,-0.19867810500796876,-0.24265292656641274,-0.22183565300978103,1.0,0.06943073126967152,-0.0690718626799191,-0.014927704244344597,0.0351879225052403,-0.1061469106183794,-0.2052259186861929,-0.053436934899633734,0.010549504797555473,-0.0916010804763229,-0.11476935177456592,0.0648932393508314,0.08602785547922996,0.03700755588138748,0.1424965945172082,-0.050395547378732565,0.11534956021036602,0.15373753644331914,-0.0035838503962705597,0.04689032467353193,0.14095422133886906,0.03132226738785128,0.09844848904962981,0.12661830728789733,-0.1458415651950154,-0.31243277643094275,-0.11166950264208099,-0.13617668449728135,-0.17721149621119917,-0.18288993419215965,-0.0822910498429922,0.03297168093626258,0.022407756078318682,-0.037703345882229865,0.04549218565938169,0.16223970281776856,0.06607876228532523,-0.16250376286831308,-0.28976559476033736,0.05073900867843815,0.12986626757947944,-0.04935857005249327,-0.05724018989379174,0.01676822508070736,-0.18057432570735926,-0.024499406985854122,-0.10010056946397451,0.06900324050371695,0.10846493804837869,-0.08084098920130578,-0.0053628513198276375,0.08293217811908345,0.03399490992033197,0.11390026969518677,-0.012243487773766423,-0.20158792225380995,-0.10113243275864768,-0.1399502993940516,-0.13668474015206503,-0.23739906542318318,-0.1058394889669468
