,Precentral_L,Frontal_Sup_2_L,Frontal_Mid_2_L,Frontal_Inf_Oper_L,Frontal_Inf_Tri_L,Frontal_Inf_Orb_2_L,Rolandic_Oper_L,Supp_Motor_Area_L,Olfactory_L,Frontal_Sup_Medial_L,Frontal_Med_Orb_L,Rectus_L,OFCmed_L,OFCant_L,OFCpost_L,OFClat_L,Insula_L,Cingulate_Mid_L,Cingulate_Post_L,Hippocampus_L,ParaHippocampal_L,Amygdala_L,Calcarine_L,Cuneus_L,Lingual_L,Occipital_Mid_L,Fusiform_L,Postcentral_L,Parietal_Sup_L,Parietal_Inf_L,SupraMarginal_L,Angular_L,Precuneus_L,Paracentral_Lobule_L,Caudate_L,Putamen_L,Pallidum_L,Heschl_L,Temporal_Sup_L,Temporal_Pole_Sup_L,Temporal_Mid_L,Temporal_Pole_Mid_L,Temporal_Inf_L,Cerebellum_Crus1_L,Cerebellum_Crus2_L,Cerebellum_3_L,Cerebellum_4_5_L,Cerebellum_6_L,Cerebellum_8_L,Cerebellum_9_L,Thal_LP_L,Thal_VA_L,Thal_VL_L,Thal_VPL_L,Thal_IL_L,Thal_MDm_L,Thal_MDl_L,Thal_LGN_L,Thal_MGN_L,Thal_PuI_L,Thal_PuM_L,Thal_PuA_L,Thal_PuL_L,ACC_sub_L,ACC_pre_L,ACC_sup_L,N_Acc_L,VTA_L,SN_pc_L,SN_pr_L,Red_N_L
Precentral_L,1.0,0.39502194374569843,0.5814350388401258,-0.3012478787152493,-0.08238002420440448,-0.403500620248552,0.3916682781697505,0.5935231833643793,-0.2334879288079129,0.05164253375052672,-0.31399234865494163,0.12016971538005759,-0.441452552963574,-0.2372821765147729,-0.41986916230798077,-0.4367331096208227,0.15050297846135535,0.4416077542187747,0.3758099192656849,-0.16952343228895161,0.05459220996436094,-0.6042432498833049,0.39756143249494386,0.43158051559493615,0.13678715083102294,0.10095247863727064,-0.1814600366287019,0.8894212113743352,0.6433776080882604,0.818816434577659,0.39983258581168996,0.39416889132470195,0.7528534320656975,0.8659239514268552,0.3201799162461108,0.20859366324878065,0.6338276892351898,0.13483595929048237,0.12847626542911222,-0.49332610850532504,-0.24805536886871746,0.22936445363424834,-0.26928822548696735,-0.22103592229570776,0.21487874704720494,0.28908540938639715,-0.0031234770019659807,-0.2130175925325545,-0.10861355985890124,0.13076525365965092,-0.1787220168746321,0.18658636303352225,0.2680022533642759,0.20674962619610435,0.4331535633517216,0.27521249856103,0.2545279215076996,0.2189852936846998,0.3070237799054363,0.20057641488541264,0.3640075536283193,-0.17450353680022598,0.15004362002960187,0.13790604724190275,-0.0891372141534048,0.3885626371279272,0.12414360662637977,-0.16982836930264225,0.038481451600387885,-0.1531333519726261,0.0919911985356714
Frontal_Sup_2_L,0.39502194374569843,1.0,0.5839060346612799,0.42104683306775603,0.4071974362370404,0.18825974816599705,0.7227362282722516,0.7755979363760851,0.3112803481439029,0.6788663523931222,0.10621899429863595,0.116078323999042,0.05100823295045921,-0.01659604477109948,0.1452663440049442,0.023685202519722854,0.667208210487082,0.7147138912316325,0.46971518316713656,0.45606393980797166,0.48975219781883794,0.09477214699676247,0.5535661238664153,0.4155516347913607,0.5104321913627734,0.2145509668739147,0.4030528489758215,0.33194109070934424,0.1314248788643934,0.36253243943179775,0.33201096385871204,0.1092812183945521,0.4663938436645015,0.5042926481140837,0.4748796195612917,0.6093362028504226,0.42429185242200645,0.6237835402711629,0.5038476246392904,0.08207557694899623,0.23183487804970718,0.00770307705138755,0.2774463144947633,0.21162756677918695,0.09778544251624487,0.6355140040145951,0.5651556673486233,0.2671516618286996,0.33055764097783863,0.43201316908398,0.3479912348344533,0.551542066609751,0.5821906309170972,0.47744867023820386,0.48956153760981047,0.44236537032303674,0.544866931324564,0.567324520839079,0.39042552864166274,0.4675787900736787,0.46471805027472673,0.2914550724415416,0.451187547162015,-0.06964380155094152,0.11793178234040119,0.7370081597767477,0.3152212090559578,0.2185763192922476,0.36160467270393953,0.3351446408032753,0.3932498577473737
Frontal_Mid_2_L,0.5814350388401258,0.5839060346612799,1.0,0.14099477869324373,0.4462365493465481,0.14949744788468838,0.410816998996684,0.7595857871769455,-0.012250122122450411,0.22021966482305264,-0.059084485057516074,0.19607325560171157,-0.14880858816874323,0.08971158298363172,-0.08075986057363334,0.021173907880227456,0.2690212120108552,0.4883504246816829,0.6346758097406938,0.29723288455004043,0.23419770254014463,-0.2652714909324792,0.30666220320102194,0.12573029122456167,0.23866618865235992,-0.0841087634401365,0.07659983817136153,0.5538527542984863,0.2213405637677878,0.4289642315493764,0.19594603460908677,0.07399504174637067,0.448458815541247,0.5192886908119148,0.39074831654395265,0.35703854813017855,0.39125589358722357,0.23064674471412921,0.3726330375786973,-0.08695040610364385,-0.09713470334363607,0.06365578915076196,-0.05091418928816168,-0.032436828630556455,0.11636681017921115,0.45489816890220647,0.21185223559651226,0.05445839834524772,0.022058252400556123,0.09770068165853715,0.29017798121052163,0.3796672379973106,0.5045107342180758,0.5577988489134658,0.5515779882103794,0.4521671503725033,0.41999603876744496,0.49709319323157003,0.42501874643158555,0.5489815274340105,0.5461832210808168,0.26061221196301426,0.4852850537444514,0.1413620036426107,0.2083327859586942,0.6242709236117112,0.29616151660083806,0.04190091781589856,0.2191176844458399,0.07071567712617735,0.20492836620174254
Frontal_Inf_Oper_L,-0.3012478787152493,0.42104683306775603,0.14099477869324373,1.0,0.7759416003401973,0.7704435548233481,0.5573523806218976,0.284767004930795,0.5073306431863848,0.6024963666040035,0.4500640277553075,0.09912834315894266,0.5007772591480448,0.2819828660700208,0.5583698804424566,0.5495288879312797,0.6342058214104291,0.5142822200823005,0.2554787593281409,0.7178615670276884,0.5637461239507103,0.7541739909486984,0.29200533624727953,0.1557565188269236,0.44181423348910737,0.1606404799146394,0.6611466477931195,-0.2299468026458156,-0.36519656080745794,-0.25228078698361206,0.2581690032108714,-0.1301567817040916,-0.07496498748360374,-0.18130754427474466,0.3363641768644787,0.5319269021062776,-0.16345944687292083,0.5743306114218518,0.7158239136368963,0.7508836567013737,0.6350543144255464,-0.1635818841717963,0.6136458981070715,0.303576786058638,-0.09721746763596241,0.5074428932252879,0.580693677803378,0.47684650777994375,0.4505614126394486,0.27415506920188604,0.5130753291796651,0.28409576353784133,0.48592702235772023,0.32875052995109955,0.12280949451954468,0.2006791852762808,0.4227780240957048,0.538516935873986,0.1619704025068148,0.38338102228911647,0.11825229679495798,0.5028964142746544,0.3009913625581044,0.03695290292021612,0.32372111395602376,0.533191732860306,0.26524390134082865,0.3806773565295244,0.22750754854311903,0.30838691339690844,0.292648907618059
Frontal_Inf_Tri_L,-0.08238002420440448,0.4071974362370404,0.4462365493465481,0.7759416003401973,1.0,0.8212921021245421,0.5729489831375113,0.38800134236670786,0.43313063963132564,0.5256845418741409,0.311359867374061,0.1876510177370138,0.41523786520637423,0.4481620978055806,0.4831204084319975,0.5444475973858176,0.5846872805542414,0.4922108250660963,0.41750370442896667,0.6720314159684119,0.4899356884032196,0.45371501267263376,0.20300169948818625,0.08716828206137307,0.24264146591172217,0.04796850409115386,0.3667109110534512,0.06171004347265693,-0.17497510062739188,-0.04550446409710876,0.2764462123447285,-0.14924289229188442,0.11328189544315612,0.014213244217314637,0.37290986760560096,0.5355406498242299,-0.07251782262313437,0.5602866696402381,0.732938007341153,0.6114434618313231,0.316773871914861,-0.1996313773010366,0.3637316059350146,0.18274756852592408,-0.1573220689230197,0.49297662977464823,0.32720569916786274,0.16000814616707093,0.25169445436974996,0.14991651994254704,0.6171706105990487,0.29783561672609354,0.47480941440390156,0.5376952900523241,0.3252856598737071,0.35808344132482317,0.39475257385769164,0.4418315896334907,0.2725360740261127,0.5411217661797258,0.3964695143777171,0.5357499233196817,0.5208569410134117,0.11823344611523441,0.5163333667689955,0.5821372520623969,0.3964190144806502,0.2780854756316639,0.26344616739531146,0.32509686920161585,0.37240760261729844
Frontal_Inf_Orb_2_L,-0.403500620248552,0.18825974816599705,0.14949744788468838,0.7704435548233481,0.8212921021245421,1.0,0.3275341999649825,0.13111885857357733,0.5502449285075336,0.4719603133789277,0.4513207400712768,0.3516480209184592,0.6997712952398633,0.6267139948075588,0.7266018526914045,0.5337298136499659,0.4316602949012309,0.3369770459133477,0.3370095429962448,0.8028934272778309,0.540823500574582,0.6245089462156377,-0.046272373945921264,-0.17691689364523008,0.03902047565818214,-0.15401856553751098,0.30068610890932007,-0.22598813411007612,-0.4073584542803041,-0.3355292418024243,-0.000592790748879425,-0.36095143080809583,-0.1087686923904056,-0.3281577850573712,0.3446652079542362,0.44993400812103973,-0.36340085856847293,0.398930309919602,0.6175387665412192,0.6542914358562636,0.24189368529627323,-0.23230431817783703,0.303075301825858,0.07911691283536819,-0.22998400237485958,0.4141638434361325,0.20220824219324893,0.0820076054494112,0.222276756712002,0.11017717622376398,0.6974052559220801,0.193285717768431,0.37325983505726396,0.5284508846546775,0.14445058363860389,0.29995139341647004,0.31720492123593447,0.41194729058389545,0.250628899038938,0.5889975188242579,0.30645938328631006,0.7219128272074093,0.4436487996170462,0.24041730112893067,0.6969117781003465,0.4145665219667335,0.4631642438047722,0.40949633507108046,0.27404666966258123,0.35388747907507434,0.2530435453431722
Rolandic_Oper_L,0.3916682781697505,0.7227362282722516,0.410816998996684,0.5573523806218976,0.5729489831375113,0.3275341999649825,1.0,0.7165715141860449,0.25477348250800935,0.5613525095214622,0.13320792528314904,0.14642628628544135,0.06102036497202633,0.0032888048496668544,0.16343065315973496,0.10154349930231389,0.7862405796912052,0.8312306708735026,0.41044066925197703,0.4818102174583647,0.5185976815021018,0.1939867260363953,0.5734741369541201,0.526434451965321,0.5272660332876943,0.29739377506018694,0.497068283536348,0.39367480222107276,0.11141184476975864,0.3411139831116601,0.5234878091610041,0.1646155631107598,0.4775093459649673,0.5224794621117833,0.5469770700339918,0.7020643569782422,0.40154375058582675,0.8010767131232805,0.7275324704154232,0.20970716491914493,0.39415535704066534,-0.07012628393917439,0.4282655044312339,0.21982304530283017,0.09230700363067561,0.6911934351127607,0.5667293244952096,0.2743112307525462,0.4456957296255391,0.44187674718037373,0.34078782710352484,0.47927400802358805,0.6249080445959555,0.43132240132816557,0.48288194338058077,0.390092434143609,0.5299832952526641,0.5667888617703734,0.3359370139783548,0.45854794805273064,0.44382923261481766,0.3012565194183033,0.4195315726112828,-0.012180214208592461,0.1464373859848345,0.6967707514855462,0.280556084012554,0.2352530139764152,0.3504194324008766,0.29406420734608424,0.48232036501726605
Supp_Motor_Area_L,0.5935231833643793,0.7755979363760851,0.7595857871769455,0.284767004930795,0.38800134236670786,0.13111885857357733,0.7165715141860449,1.0,0.10467475260749358,0.4541925598615258,0.017034192536318517,0.24814433125017946,-0.13474051644977839,-0.033172893375343154,-0.026893754108611022,-0.0500507351007228,0.5698725977065889,0.7746375671053277,0.6488449763426491,0.37825580988091617,0.4148760594076568,-0.12951885050606435,0.6152746345946418,0.42779595687958555,0.5438014805711165,0.03949418322841987,0.37626993665129665,0.48149263632071493,0.20439714895090325,0.4416539216213756,0.2651463828653184,0.0863193966012923,0.5742014782352677,0.6983920393913514,0.5968397989715581,0.6210651902125977,0.5604290839889923,0.5234179407488164,0.5633823797098605,-0.01925101835488747,0.10520589797027334,0.09448791464205808,0.1962746721317034,0.2015679080605136,0.2320723232029918,0.6548092226007194,0.5806880444850475,0.2922348859695889,0.319765183453841,0.46725466045559105,0.27016711826310935,0.5300633796331548,0.6866877020216836,0.5157013055868293,0.5918693123727112,0.5288113959845211,0.6081091403129179,0.636718045086244,0.4897745955033465,0.5536000823094744,0.6043786964583768,0.298476728937156,0.3787009150035426,0.05238025475499964,0.10865284888390646,0.7575740911462474,0.32453045237881983,0.12783499125902292,0.37842503927989984,0.18728784130482926,0.39336713451213995
Olfactory_L,-0.2334879288079129,0.3112803481439029,-0.012250122122450411,0.5073306431863848,0.43313063963132564,0.5502449285075336,0.25477348250800935,0.10467475260749358,1.0,0.5916459259411077,0.4872485867502379,0.4396401071532448,0.7290147654902922,0.49675533108665715,0.7101403087695541,0.047690803892715516,0.5417786277235622,0.3137444678699438,0.16513975797637476,0.6380245014904187,0.7097517811218199,0.5014007570535122,0.031154648786458853,-0.07143534368661124,0.07027423129346753,-0.11852230507989953,0.2480065829046823,-0.19964604510111753,-0.2720992952453909,-0.17274114124605855,-0.07884856242047686,-0.4006269636840933,0.0008187991292178523,-0.13718158122640986,0.4805531164896964,0.5511120526970872,-0.07732784538912078,0.3961504821311007,0.35291016896427224,0.24803803330708105,0.03767548487990344,-0.3236759386116647,0.17348362001989168,-0.03408095900830287,-0.20509551681685564,0.47595228707231774,0.3179644805972858,0.04658336505728283,0.2139820346444717,0.3943240491770204,0.6710841720571717,0.3844325611019193,0.43519397992662223,0.5438391746558059,0.17669379481100864,0.4664024622427652,0.4189552466969428,0.2270413873207799,0.2307795110053095,0.38204546420963265,0.20610445244215722,0.64377213003549,0.36605524128313793,0.0911342009174658,0.5197775935677236,0.36522680894938925,0.6755537432492553,0.5076563162322246,0.4032885679328317,0.6684476711657896,0.34517315945216126
Frontal_Sup_Medial_L,0.05164253375052672,0.6788663523931222,0.22021966482305264,0.6024963666040035,0.5256845418741409,0.4719603133789277,0.5613525095214622,0.4541925598615258,0.5916459259411077,1.0,0.25774801341577586,0.21353742302655257,0.4363253059964995,0.1645546350879506,0.4347612714591516,0.24828735795949142,0.705373438020305,0.5655299011301496,0.4440551429401134,0.6245374913263716,0.6305983848617635,0.4502429246248704,0.334574739684618,0.2326529747804157,0.31216205219022797,0.27695942823508884,0.3782830446899828,0.019300471073386793,-0.05233405511759699,0.12344843677086575,0.16543424923046265,-0.08258759757528546,0.2600883616304639,0.1357093807004308,0.5048100019025137,0.6011145012011856,0.06200658685454182,0.6392255341146031,0.526590552786278,0.381717779487762,0.24176205978992235,0.0007741436725317852,0.27163907586618224,0.21167278073695014,-0.11940176172149458,0.5453872619273845,0.4511576534986678,0.14255031758101266,0.28547556903926347,0.4399227542134394,0.4746118938262596,0.4232184128506424,0.5118825316350625,0.4297590562816769,0.34845874402766425,0.38222216379174495,0.494399136714556,0.40576952201592315,0.29762987035258726,0.4065139473625707,0.2874759399178367,0.4658873863046553,0.2979045978134889,-0.016637475374629847,0.30035021500631753,0.6083118145864459,0.43907853783989187,0.43876567632833047,0.3740405556291347,0.39734252876842024,0.34679042791376147
