,Precentral_L,Frontal_Sup_2_L,Frontal_Mid_2_L,Frontal_Inf_Oper_L,Frontal_Inf_Tri_L,Frontal_Inf_Orb_2_L,Rolandic_Oper_L,Supp_Motor_Area_L,Olfactory_L,Frontal_Sup_Medial_L,Frontal_Med_Orb_L,Rectus_L,OFCmed_L,OFCant_L,OFCpost_L,OFClat_L,Insula_L,Cingulate_Mid_L,Cingulate_Post_L,Hippocampus_L,ParaHippocampal_L,Amygdala_L,Calcarine_L,Cuneus_L,Lingual_L,Occipital_Mid_L,Fusiform_L,Postcentral_L,Parietal_Sup_L,Parietal_Inf_L,SupraMarginal_L,Angular_L,Precuneus_L,Paracentral_Lobule_L,Caudate_L,Putamen_L,Pallidum_L,Heschl_L,Temporal_Sup_L,Temporal_Pole_Sup_L,Temporal_Mid_L,Temporal_Pole_Mid_L,Temporal_Inf_L,Cerebellum_Crus1_L,Cerebellum_Crus2_L,Cerebellum_3_L,Cerebellum_4_5_L,Cerebellum_6_L,Cerebellum_8_L,Cerebellum_9_L,Thal_LP_L,Thal_VA_L,Thal_VL_L,Thal_VPL_L,Thal_IL_L,Thal_MDm_L,Thal_MDl_L,Thal_LGN_L,Thal_MGN_L,Thal_PuI_L,Thal_PuM_L,Thal_PuA_L,Thal_PuL_L,ACC_sub_L,ACC_pre_L,ACC_sup_L,N_Acc_L,VTA_L,SN_pc_L,SN_pr_L,Red_N_L
Precentral_L,1.0,0.067892339436614,0.17999163901588955,0.1014659424134817,0.15655556610508095,-0.3114195447165988,0.20430872253955112,0.5819721043919338,0.11215728899045553,0.03703833597382836,-0.006739275055351652,0.07228175400510958,0.11555973294661694,-0.2831789142638456,-0.4069953390490281,-0.4396548503141194,-0.16555453518851868,0.5914261686208572,0.4507281895645154,0.2274279518503814,0.15728136084507593,0.1948627862359555,-0.022288945104821975,-0.06327393559425248,0.13456923207300003,-0.1488365335021914,0.018751666135185998,0.6669198356341157,-0.06536335303452921,0.4268803942550507,0.28869674983710886,0.06680136562266756,0.304925550327711,0.5918775893962105,0.1598745321936515,-0.23240912563774144,0.1191873347656957,0.3105619151404345,-0.19325373936944332,-0.45545474268794683,0.22466532520076066,0.3056014990042366,-0.1798711860848374,0.16352776058083343,0.099158379692665,-0.07197641719573732,0.0008994942651821141,0.13203202977510659,-0.1885158744921888,0.0739757577857082,0.3352926699960817,0.2612761169778147,0.21337805732598394,0.06379875940738178,0.16890064927389578,0.13509598027559247,0.20438562509676408,0.36011487192288577,0.22508101571249484,0.1138197306557927,0.3556484549249576,0.17590618301244404,0.14408113636820818,-0.28676738730855955,-0.24396270719996724,-0.2619079957483062,-0.3137371651621567,-0.0692926735332741,0.06055015420412368,-0.06194584959231632,0.19530524121689188
Frontal_Sup_2_L,0.067892339436614,1.0,0.8682554871946543,0.5353984574863807,0.5513235390355492,0.6785282682231294,0.6140489902650325,0.5813490152935876,0.6391681636835163,0.7643257836357141,0.3512690141393785,0.36581201678225117,0.3059052197186746,0.849184968453254,0.46725659500139827,0.6118463400508792,0.6892315268809986,0.2126015580765028,0.5511527827758641,0.4411256020126676,0.55646468014305,0.6857680330504874,-0.4582627627588949,-0.06492430938458335,-0.15637638957668215,-0.3290983206189963,0.22274375791010148,-0.11860209978476666,-0.21334850327960322,-0.3476895529504866,-0.34708252194842043,-0.064499942518743,-0.2905552231424917,0.12017898271054009,0.6747591196620157,0.7296435599807027,0.5365760218423438,0.4000561067262466,0.2167301044784854,0.4245248074547429,0.13985955458353957,0.28454838826657136,0.19267134344310358,0.07333343221803394,0.279112343750473,-0.09188301261349383,-0.1195730064340973,-0.16064964377804786,0.09282650805267095,0.4746204539704329,0.0538413393469878,0.1745257183594551,0.2936296291337394,0.524154042056841,0.3138510978399056,0.32845780113744427,0.6036742684770462,0.434434829460074,0.29734186576395466,0.32294885219198216,0.5674951256806843,0.07501298375004577,0.09062593276438227,0.6563941875938102,0.7645197912533098,0.6302797875007468,0.6137335062086273,0.3011862119612031,0.5766577168362433,0.5266485076273204,0.5284735388701236
Frontal_Mid_2_L,0.17999163901588955,0.8682554871946543,1.0,0.67269971260108,0.48577893960333,0.7094908327823486,0.7091281693941694,0.6329167565215498,0.6709196785778216,0.6602071052522739,0.35723328361843587,0.49385811517363576,0.2854990353375481,0.7105611134966469,0.4504527933108877,0.6185725704303656,0.7358050317887714,0.34791638982652046,0.6161776841429113,0.598417395998808,0.7033251723709897,0.6173508749343911,-0.26051261993124875,-0.0268630123585794,0.026095706305514846,-0.39209740744872584,0.39463807728158773,0.09517584907653168,-0.13867688912485884,-0.12325670462345278,-0.14450716678272693,-0.09758646095674436,-0.07493640196472634,0.26002310280473806,0.6039253593659101,0.7253734983847313,0.5314417741942493,0.4723328520504825,0.4099424966254812,0.4921107208814025,0.3318658938050193,0.28126562484199186,0.38474522316468984,0.13831834926444986,0.2614480158305193,-0.03582858711471172,0.002785981325375563,-0.030215901612678675,0.2420105537114498,0.49763678439749637,0.1208900560336339,0.28198009377671135,0.3359330655561432,0.4676999582880414,0.4150552189765776,0.4723297948633421,0.6428045272464147,0.5011843580929403,0.3235789014219487,0.31834380735458384,0.6547583938932237,0.15071310654222134,0.20209237566259206,0.4303730489793029,0.5722833192660778,0.6330262526150572,0.5004849585966646,0.3675322445634396,0.6020741166887486,0.574075928166744,0.6072326004617464
Frontal_Inf_Oper_L,0.1014659424134817,0.5353984574863807,0.67269971260108,1.0,0.6097305124204008,0.6162759096252045,0.700329275410925,0.3542262576356776,0.36198602645099326,0.500962549904625,0.532332509306592,0.4391309272786417,0.5491200762563623,0.4129770651869262,0.3172734159184255,0.4551902175306635,0.6819795563119375,0.39064090356405046,0.32525210945292315,0.6533402111268803,0.6866276711672128,0.30996376146440835,0.023848122787154966,0.011448563810338102,0.2757080854658983,-0.23328154397805642,0.5035204046848695,0.20045522760040307,-0.09600060889505838,0.07803659556960084,0.10536958978271847,-0.16609110200157304,-0.022074525051501415,0.14348399903041964,0.36384301519681456,0.6438048614792667,0.34007852432072055,0.47601906343820877,0.5456727832223163,0.5125467309499505,0.1563162365232571,0.32497892943678913,0.39302175908201614,0.07117428976756292,0.14425746976964635,0.062039527584781,0.1161794358411249,-0.032731661198531735,0.25934115611535313,0.38102820987251906,0.3089962547575153,0.40511889864299827,0.5898387267603064,0.5566683375586855,0.5669193761338632,0.4809289283686154,0.5054567999002136,0.3607212146841868,0.29015004852600235,0.3703272214323635,0.6718508810478659,0.29715286769782007,0.5320771366077234,0.25241804530885703,0.2911493601134406,0.4547779802772128,0.2440080807610338,0.2788725360115606,0.5051923581611198,0.5065229739689353,0.5593666882188588
Frontal_Inf_Tri_L,0.15655556610508095,0.5513235390355492,0.48577893960333,0.6097305124204008,1.0,0.36773379101537496,0.5193973719444857,0.3001454113150987,0.3276725245307331,0.393968349929782,0.6364712767892092,-0.00699292012536583,0.6379400741336417,0.4289571141552765,0.18474197044972218,0.23187148575534675,0.3619081302787994,0.21939174964251293,0.28047430181444255,0.2547179368998595,0.32183274840245263,0.49496131868814097,-0.3102449249149541,-0.17817386937407245,-0.06224434749829977,-0.08529877131227653,0.12089848335792172,-0.02135241311274242,-0.19805869041957952,-0.2523031310393553,-0.18695201047180351,-0.0615896115190987,-0.373835103745362,0.04020291252461098,0.5290841446036367,0.520962881736815,0.2874708000412999,0.26602796936700646,0.11051882277249656,0.2185541862468335,-0.10032806700320304,0.3709789058493409,0.0033979382032931385,-0.08396026149260197,0.1855998660193955,-0.1122158612518351,-0.18036143187902529,-0.30138169009950627,-0.18016576002240872,0.26565564704873984,0.2882907662485209,0.3556860956746754,0.5996408476526435,0.6530667517697277,0.3414766150651205,0.17383806434576798,0.40055442827565146,0.35843808910241615,0.3218571225465614,0.4835066637984659,0.5391418672511757,0.05156252300104657,0.1996680198691021,0.44062559248247235,0.5316403543569149,0.331932320880828,0.3573225820569793,0.06774025137995936,0.37150907074008604,0.30799004226869514,0.3618086727991895
Frontal_Inf_Orb_2_L,-0.3114195447165988,0.6785282682231294,0.7094908327823486,0.6162759096252045,0.36773379101537496,1.0,0.5812418824295239,0.23106374070155092,0.4527587577577238,0.5850000743835962,0.33861098679839613,0.42833391817746685,0.23072578427032928,0.7888122111234749,0.7709939247602656,0.7860456496715932,0.818902400354324,0.02077107325022063,0.2972301598079011,0.5766081283031342,0.6260033366905235,0.313341828427236,-0.08082115081329581,0.18818783076160797,0.07106764899054833,-0.2893998318914508,0.45008436739949975,-0.06623256850683922,-0.0765848666890546,-0.1223166241412353,-0.09394523437147471,-0.2115760561489142,-0.10509394354723485,-0.001004386093483909,0.4017535799218013,0.8514449053247205,0.4596993060289698,0.2983853646533318,0.5982058591623213,0.7989304667520967,0.18173819979960154,0.17443771900407942,0.5769767394600092,0.13448952635261116,0.12424345695028007,0.012298221383886102,0.11659721200531277,-0.04235771570621457,0.3546650057940643,0.4442937888156147,0.09102113199530698,0.18826908495988767,0.24091224924897128,0.41453273037474786,0.42826037372545234,0.44858719919655815,0.47812874313059534,0.3439144026873395,0.18561534121063686,0.3302891959512871,0.40900654714545437,0.10822405151187127,0.17180716348828487,0.4663116201693646,0.5780470370419122,0.7595387671205318,0.5771526650226674,0.3540762411579553,0.5182050182539616,0.5861845151638475,0.4525842475576703
Rolandic_Oper_L,0.20430872253955112,0.6140489902650325,0.7091281693941694,0.700329275410925,0.5193973719444857,0.5812418824295239,1.0,0.5490472181696805,0.5125861554284403,0.373289315009485,0.2701364882343443,0.2728311850080684,0.26472213168875913,0.3955501471230839,0.31498287957087634,0.3129064287523462,0.7204472418399006,0.5158282641980315,0.6510419979080638,0.6836775220705142,0.6477362517251255,0.42634137452576343,-0.007266081517911642,0.0646951705618666,0.16351633762091017,-0.22260629969884432,0.42127167660040443,0.33048933665099584,-0.05792375253773113,0.13088217510078015,0.16194756608430494,-0.12820842304817695,0.14295754526695295,0.34842300706517226,0.6748718211390489,0.7019188964133092,0.7002265347072657,0.593005717141864,0.37363187560739375,0.2738274320663606,0.35490094943378764,0.2988935416095128,0.31228550290454016,0.19256132912665574,0.1063352616571281,0.022313990956028425,0.1601246861658086,-0.041169225656644645,0.3266999095946357,0.5705258647673609,0.41507506328056926,0.5697683003719738,0.6009491605051133,0.5748679809802185,0.5427237608792238,0.6317336080431015,0.7144017191768516,0.560180585390273,0.5145959423481831,0.5783462363709982,0.7453529546897673,0.3991312356282787,0.4381402742083968,0.15682624789058555,0.3094774654545875,0.3612449906281224,0.3613989756485323,0.3772555562916695,0.5493041546365597,0.665713654344635,0.5605026209374021
Supp_Motor_Area_L,0.5819721043919338,0.5813490152935876,0.6329167565215498,0.3542262576356776,0.3001454113150987,0.23106374070155092,0.5490472181696805,1.0,0.5409029592834209,0.45942839041897554,-0.057979758646580025,0.23366906204715648,-0.03473842725923063,0.29400184777193633,-0.0007886110813364613,0.19269727399006306,0.45643824749258244,0.6502371618831504,0.7018807886946107,0.5622943506786227,0.568995849129471,0.5050659091210653,-0.15835677236294218,-0.031032101191953217,0.26815863976088783,-0.19994365191957114,0.3206867816944716,0.3950440504758701,-0.11833527141686706,0.09167391211363314,0.15728267913544175,0.007133644737605126,0.08395658693098339,0.4448540915155277,0.6033383466854731,0.38361014783238584,0.5774091667365858,0.4954728715851256,0.22122700420660393,0.03180759802774424,0.5163335842734521,0.21720216557015212,0.22971230222958836,0.10965479192203227,0.22588090827928128,0.12851891602439827,0.21120811097740289,0.1281051170747918,0.08952335838855775,0.3430663101359842,0.1454226664567196,0.2792818568286172,0.2896170446321091,0.3118946739885782,0.36301450010060743,0.422683796343657,0.5909776830518023,0.6196175230826452,0.28109884822114084,0.24021498113243667,0.4561247352233552,0.16796970113553814,0.06231602921889479,0.22522613398616625,0.24114537863955526,0.3020855635642127,0.36070811490992266,0.2928627722092633,0.49217550400543714,0.3722030295207308,0.4554476261307052
Olfactory_L,0.11215728899045553,0.6391681636835163,0.6709196785778216,0.36198602645099326,0.3276725245307331,0.4527587577577238,0.5125861554284403,0.5409029592834209,1.0,0.29912707694751123,0.2169508503518217,0.2538721919884468,-0.03382019027703603,0.5554961639977014,0.16582452184535004,0.4813887727162359,0.4719088039230357,0.4155135621663718,0.4623664934939101,0.3397222155810035,0.5493594812292842,0.8421478324846181,-0.4071151237456895,-0.11444158534819941,-0.1324988190952515,-0.4352367571299896,0.3493606240466577,0.18507884886965636,-0.09190194886264631,-0.020914026330788142,-0.07674830034649444,-0.3581620741181459,-0.049825800456524315,0.47819219779538064,0.5824308761528257,0.5611056987337887,0.6055019338333515,0.3440023629406584,0.16988213605135424,0.15429288695235818,0.29624495680939683,0.13938818065437278,0.27704933243274454,0.05388105800260136,0.1965205379065149,-0.1746225389307543,0.0006124672604117434,-0.030083532223100277,0.3437342304039181,0.3460176671115197,0.09586014737274229,0.1673070763929134,0.17686102512127724,0.25066871046767025,0.09649069315089415,0.3290051690411302,0.6234523076496357,0.42076505708791906,0.5318096276596658,0.25529448044063674,0.4227195050693485,0.08024014332823041,-0.019840573733591133,0.36502627697167794,0.3722931565520752,0.31916970677585943,0.5642559655618747,0.43161799998969586,0.43892944925246763,0.2211109660968308,0.22681310114555586
Frontal_Sup_Medial_L,0.03703833597382836,0.7643257836357141,0.6602071052522739,0.500962549904625,0.393968349929782,0.5850000743835962,0.373289315009485,0.45942839041897554,0.29912707694751123,1.0,0.2896263906387505,0.434306144439629,0.2733461076999759,0.7219370001438591,0.3359682700215078,0.5820255286084483,0.5811719294749476,0.08622556624900714,0.3715812902530944,0.33202275456564023,0.3789902242729097,0.36773630152927594,-0.34192723849178236,-0.0698318671672854,-0.05518961657716384,-0.1687934506497661,0.10821047058109706,-0.1472941738372275,-0.1860991084528188,-0.3094848464986224,-0.30234323440130173,0.10148158390131361,-0.3117113582266581,-0.13537884617636908,0.4191426999726225,0.552093144732058,0.31144993179072034,0.3297258678734396,0.1879030262467464,0.434484470518143,0.033992500232502366,0.20650055386866958,0.11607170329083612,0.032975515644132106,0.3014806437328293,0.014866151522925548,-0.02953520240024594,-0.010497841580713846,-0.006896173667355566,0.2987773927433933,-0.08788258060775547,0.007302482146676124,0.19166844106257747,0.4586256083448007,0.2770279048885566,0.2102747026600725,0.43120203469297236,0.1650078791333412,-0.06438229496136194,0.08819512898282614,0.3359701374582074,0.07731189552244792,0.09144021896070673,0.6992510153875942,0.6803184120597798,0.6721214775444507,0.4989383704550881,0.1823762475903159,0.43978660192248376,0.42248584475957757,0.5204414341939397
